geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 daf2_d10_01,log2 daf2_d10_02,log2 daf2_d10_03,log2 daf2_d10_04,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04, -Log.p.value,Student's T-test q-value daf2_d10_N2_d10,log2FC,Student's T-test Test statistic daf2_d10_N2_d10,Sign p-val: 0.05 
"CELE_H29C22,1",-2.74343,3.87204,A2V8C8,Uncharacterized protein,16.1294,16.303,17.1634,17.2066,19.7232,19.0382,19.4349,19.5799,3.87204,0,-2.74343,-8.61888,+
"CELE_F07G6,10",-3.39446,4.60702,A3FPJ3,Uncharacterized protein,10.6033,10.7569,11.2922,10.2263,14.0299,13.6734,14.1505,14.6029,4.60702,0,-3.39446,-11.5991,+
ttr-34,1.04034,2.3534,A3FPK9,TransThyretin-Related family domain,15.6434,15.1885,15.8131,15.2585,14.142,14.4011,14.2462,14.9528,2.3534,0.000488381,1.04034,4.42814,+
"CELE_Y49E10,29",-3.76283,7.0661,A3FPL3,Uncharacterized protein,10.6375,10.6754,10.8052,10.819,14.3041,14.38,14.4774,14.8269,7.0661,0,-3.76283,-30.292,+
cnnm-1,-2.79022,2.27565,A3QM97,Metal transporter cnnm-1,13.2688,11.0677,13.256,13.951,16.0608,15.1779,15.6514,15.8142,2.27565,0.000631428,-2.79022,-4.26348,+
col-138,-2.50363,4.29266,A3QM98,COLlagen,16.7407,16.2367,16.8639,16.3327,18.6385,18.8246,19.4709,19.2545,4.29266,0,-2.50363,-10.2263,+
oac-59,-3.66705,9.64896,A3QMB6,O-ACyltransferase homolog,10.6554,10.5949,10.6706,10.649,14.2271,14.3903,14.249,14.3717,9.64896,0,-3.66705,-81.8228,+
"C42C1,8",-3.65,2.22271,A3QMB7,Uncharacterized protein,12.5064,12.1099,12.1582,13.5714,15.253,15.5304,15.5021,18.6603,2.22271,0.000657052,-3.65,-4.15344,+
"C42C1,11;AP-1",-0.81059,1.49108,A3QMC2;G5EFT4,Uncharacterized protein;Aminopeptidase-1,15.0463,15.5012,14.4777,14.7807,15.4008,15.534,15.8288,16.2848,1.49108,0.00440936,-0.81059,-2.77335,+
rpl-34,0.614327,0.743477,A3QMC5,"Ribosomal Protein, Large subunit",17.8199,17.7072,18.3771,17.7162,17.3861,17.2681,16.3446,18.1643,0.743477,0.0427044,0.614327,1.51513,+
erl-1,-0.515383,1.27437,A3QMC6,ERLin (ER lipid raft associated protein) homolog,15.0312,15.2968,14.8251,15.5592,15.7318,15.4876,15.4696,16.0848,1.27437,0.00814503,-0.515383,-2.40178,+
tag-335,-0.271953,1.25662,A3QMC8,Mannose-1-phosphate guanyltransferase beta,13.673,13.8144,13.6703,13.9568,14.2674,13.8168,14.0557,14.0625,1.25662,0.00851366,-0.271953,-2.37181,+
fbxa-6,-3.91548,5.55012,A4F303,F-box A protein,10.4076,10.8169,10.6549,10.104,14.2727,14.1395,14.314,14.919,5.55012,0,-3.91548,-16.8235,+
"CELE_cTel55X,1",0.206514,0.180278,A4F305;H2KY55,Uncharacterized protein,14.3083,13.7551,15.3687,15.0028,14.4315,13.7603,14.3592,15.0578,0.180278,0.371739,0.206514,0.46213,
"C44C10,9",-1.55657,3.04551,A4UVK2,Uncharacterized protein,15.4189,15.3607,15.1853,15.2345,16.9396,16.6029,16.3646,17.5186,3.04551,6.47E-05,-1.55657,-6.07892,+
"CELE_F14D7,12",1.86495,1.72377,A4UVK9,Uncharacterized protein,16.0842,17.0168,14.782,17.064,14.4169,14.4439,13.7384,14.8879,1.72377,0.00233732,1.86495,3.18774,+
"CELE_D1086,17",-3.787,6.982,A4UVL1,Uncharacterized protein,10.6674,10.7817,10.7875,10.6035,14.4628,14.4112,14.2741,14.84,6.982,0,-3.787,-29.3244,+
"CELE_W06G6,15;CELE_Y70C5B,2",-2.67911,4.27796,A4UVL9;G5EG48,Uncharacterized protein,11.583,12.3026,11.9184,11.5538,14.3863,14.4106,14.1874,15.09,4.27796,0,-2.67911,-10.1659,+
"CELE_Y71F9AR,4",-1.40503,2.41227,A4UZ35,Uncharacterized protein,13.6564,12.6287,13.1627,12.9211,14.3003,14.3656,14.1799,15.1433,2.41227,0.000449472,-1.40503,-4.55528,+
"CELE_Y47G6A,33",1.19684,2.23593,A5A8P5,Uncharacterized protein,15.1976,15.5841,15.0771,15.4751,14.0678,13.8568,14.8909,13.7311,2.23593,0.000661473,1.19684,4.18076,+
"CELE_ZK813,7",-3.61219,3.76936,A5HU91,Uncharacterized protein,17.0725,16.7068,17.7675,17.6655,19.9048,21.3434,20.9199,21.4929,3.76936,3.49E-05,-3.61219,-8.26201,+
"CELE_T28A11,2",-2.26016,4.67055,A5HU97,Uncharacterized protein,17.5458,17.6282,17.4009,17.7909,19.7567,19.4839,19.8566,20.3092,4.67055,0,-2.26016,-11.8964,+
guk-1,-0.84672,1.86618,A5HU98;P91425,GUanylate Kinase,16.2231,16.0825,15.6822,16.6219,16.549,17.1327,17.1646,17.1503,1.86618,0.00151789,-0.84672,-3.45145,+
"CELE_Y53C10A,6",-3.52995,6.32487,A5HWA4;Q9XW51,Uncharacterized protein,10.4579,10.8296,10.703,10.8259,14.3978,14.3847,14.2994,13.8544,6.32487,0,-3.52995,-22.7424,+
"CELE_Y48C3A,18",-3.69906,7.31653,A5HWA9;G2HK06;Q9NAF8,Uncharacterized protein,10.669,10.7581,10.6016,10.7127,14.4792,14.3649,14.0998,14.5937,7.31653,0,-3.69906,-33.3644,+
"CELE_Y39B6A,3",-1.86497,2.47776,A5HWB2;Q9NES9,Uncharacterized protein,12.1348,12.4092,12.3944,13.4929,13.9212,14.3806,14.4219,15.1674,2.47776,0.000440665,-1.86497,-4.69933,+
dab-1,-0.0898092,0.0955856,A5JYR4;Q8I4G9;Q8I4H0;Q9U3A6,DAB (Drosophila disabled) homolog,15.0153,14.9748,14.7424,15.0209,14.8271,14.2647,15.8807,15.1402,0.0955856,0.584532,-0.0898092,-0.261512,
"CELE_F25H8,1",-0.696422,1.72409,A5JYS8;Q19789,Uncharacterized protein,13.8318,14.0217,13.0876,13.3453,14.2443,14.3088,14.3442,14.1746,1.72409,0.00232386,-0.696422,-3.18833,+
swsn-9,0.652103,0.73743,A5JYT2;Q17581,SWI/SNF nucleosome remodeling complex component,14.8845,15.2054,14.3167,14.9389,14.5044,13.1219,14.1506,14.9601,0.73743,0.0434905,0.652103,1.50492,+
"CELE_ZC434,7",-1.12255,2.12629,A5JYU1,Uncharacterized protein,13.2935,13.5404,12.9317,13.1468,13.8976,14.4276,14.0451,15.0324,2.12629,0.000814664,-1.12255,-3.95709,+
rad-50,-6.80603,1.43429,A5JYU5;O44199,Uncharacterized protein;DNA repair protein rad-50,8.83031,0,10.4373,10.7923,14.0474,14.4321,14.173,14.6315,1.43429,0.00516093,-6.80603,-2.67484,+
"C25F9,11",-1.26797,0.599441,A5JYW3,Uncharacterized protein,16.5789,17.0016,17.0212,13.9087,17.6768,17.0138,15.8545,19.0372,0.599441,0.0690328,-1.26797,-1.2688,
sin-3,-6.81666,5.48306,A5JYW9,Paired amphipathic helix protein sin-3,10.3304,10.5745,10.6549,11.4573,17.9372,18.0293,17.74,16.5773,5.48306,0,-6.81666,-16.3881,+
hmp-1,-0.610101,0.714245,A5JYX3;I7J4D2;I7K4K5;I7LFF2;P90947,HuMPback (Dorsal lumps);HuMPback (Dorsal lumps);HuMPback (Dorsal lumps);HuMPback (Dorsal lumps);Alpha-catenin-like protein hmp-1,15.6936,15.9511,15.6748,14.8951,16.2607,15.5756,15.7103,17.1084,0.714245,0.0472321,-0.610101,-1.46569,+
dhs-3,0.116483,0.145933,A5JYX4,"DeHydrogenases, Short chain",16.9293,17.0178,16.9637,17.076,16.1222,17.1768,16.7072,17.5146,0.145933,0.443788,0.116483,0.383447,
nra-2,-1.56954,2.03744,A5JYX8;O18033,Nicalin,14.8552,14.8643,14.7143,14.6075,15.692,16.2532,15.8641,17.5102,2.03744,0.00107855,-1.56954,-3.78058,+
"CELE_Y37H2A,14",-3.46436,2.60477,A5PEY0,Uncharacterized protein,12.9878,15.3516,12.6733,12.9114,16.3432,17.7678,16.7697,16.901,2.60477,0.000279675,-3.46436,-4.98695,+
"CELE_F27E5,7",-0.403032,0.817147,A5Z2S2,Uncharacterized protein,14.202,14.3069,13.5915,13.7017,14.2618,14.3444,13.9971,14.8109,0.817147,0.0337107,-0.403032,-1.63887,+
saps-1,-0.953519,0.867238,A5Z2S4;B2D6K9;Q18696,SAPS (Phosphatase associated) domain protein,13.7874,14.1373,13.8294,13.7102,14.0547,14.2941,16.4338,14.4957,0.867238,0.0286271,-0.953519,-1.72249,+
"CELE_ZK809,8",-3.05273,4.22172,A5Z2S9,Uncharacterized protein,10.6903,10.8089,10.6608,10.7692,14.2695,12.9083,14.119,13.8433,4.22172,0,-3.05273,-9.93779,+
"CELE_D1081,7",-2.01991,3.78185,A5Z2T6,Uncharacterized protein,12.4648,11.7234,12.4018,12.8106,14.3655,14.2836,14.2186,14.6125,3.78185,3.52E-05,-2.01991,-8.30474,+
aph-2,-1.50183,0.959942,A5Z2T7;Q23316,Uncharacterized protein;Nicastrin,13.5112,13.799,12.6994,10.3873,14.4661,13.9806,14.3874,13.5701,0.959942,0.0217576,-1.50183,-1.87665,+
"CELE_F15B9,10",-1.69041,2.33945,A5Z2T9;I2HA81,Uncharacterized protein,15.9077,16.0068,15.2947,15.1342,16.8455,17.0401,17.0017,18.2177,2.33945,0.000510826,-1.69041,-4.39833,+
"C27A7,5",-0.744004,1.40139,A5Z2U5;A5Z2U6;P90758;Q9U3P0,Uncharacterized protein,14.0155,13.9183,13.725,13.1569,14.2037,14.2535,14.2594,15.0751,1.40139,0.00570267,-0.744004,-2.61818,+
"CELE_F30A10,13",1.3057,2.08103,A5Z2U8;Q2XMZ1,Uncharacterized protein,15.7141,16.0662,15.0562,15.0871,14.3055,14.4426,13.4924,14.4603,2.08103,0.000987952,1.3057,3.86665,+
"CELE_F30A10,14",-1.43111,3.46003,A5Z2U9,Uncharacterized protein,17.0158,17.3673,16.8701,16.965,18.5721,18.008,18.6024,18.7602,3.46003,2.80E-05,-1.43111,-7.26196,+
"C04H5,7",-1.47601,1.08126,A5Z2V2,Uncharacterized protein,13.6585,12.0649,11.2556,14.3334,14.157,14.3245,14.4457,14.2892,1.08126,0.0145776,-1.47601,-2.07825,+
"C13B4,1",-1.06227,1.3846,A5Z2V3;O45247,Uncharacterized protein,13.2646,13.4733,12.9649,12.6609,13.3297,13.8143,14.4396,15.0292,1.3846,0.00597538,-1.06227,-2.58935,+
"CELE_F02E9,10",-1.77132,4.91796,A5Z2V7,Uncharacterized protein,14.0445,14.1022,13.5843,13.7877,15.6673,15.4918,15.6503,15.7946,4.91796,0,-1.77132,-13.123,+
"CELE_R13H4,2",3.32284,4.78484,A5Z2W3,Uncharacterized protein,17.4818,17.4529,17.5816,17.8936,14.1632,14.0152,13.9331,15.0071,4.78484,0,3.32284,12.4491,+
"CELE_ZK228,4",0.756937,1.11525,A5Z2W6;K8FDY8;O46010,Uncharacterized protein,15.1305,15.0214,14.6808,15.1463,13.784,13.6488,14.391,15.1275,1.11525,0.013127,0.756937,2.13487,+
"CELE_K02B7,3",-1.83416,3.91732,A5Z2W7;O45637,Uncharacterized protein,16.7497,16.8204,17.4846,16.9009,18.5571,19.1433,18.726,18.8657,3.91732,0,-1.83416,-8.78046,+
nuo-3,-0.225742,0.213327,A5Z2X2,NADH Ubiquinone Oxidoreductase,14.3175,15.3477,13.7404,13.8527,14.3211,14.2314,14.4559,15.1531,0.213327,0.316591,-0.225742,-0.534996,
"C44E4,5",-2.17722,4.69812,A6PVA1,Uncharacterized protein,13.7961,13.7704,13.5072,14.2131,16.0339,16.004,15.7184,16.2394,4.69812,0,-2.17722,-12.0276,+
"CELE_F49E2,2",-0.923297,1.67945,A6ZJ46;Q20621,Uncharacterized protein,15.7506,15.8411,15.3595,15.399,16.9516,15.8337,16.3127,16.9454,1.67945,0.00257253,-0.923297,-3.10736,+
"T07A5,7",-5.64213,4.89366,A6ZJ55,"Uncharacterized protein T07A5,7",12.7322,13.4579,13.3737,12.5896,18.8922,18.1141,18.0676,19.6482,4.89366,0,-5.64213,-12.9975,+
"CELE_T04F8,7",-2.83166,4.99021,A6ZJ59;Q22166,Uncharacterized protein,14.5507,14.1832,13.8707,14.2279,17.2409,16.9135,17.3461,16.6587,4.99021,0,-2.83166,-13.503,+
"gpb5;CELE_T23B12,8",-3.57358,4.6174,A7DT38;G5EEJ3,Putative glycoprotein hormone-beta5;Glycoprotein hormone beta 5,10.6472,10.8665,10.5355,10.8043,14.5027,13.486,14.2612,14.8979,4.6174,0,-3.57358,-11.6473,+
"CELE_F49D11,10",-1.52174,1.79826,A7DT40,Uncharacterized protein,14.4928,14.4135,14.2292,13.837,15.1902,15.7259,15.1396,17.0037,1.79826,0.00189247,-1.52174,-3.32463,+
oxy-5,3.99992,5.35247,A7DT45,Uncharacterized protein,18.3476,18.7038,18.2102,18.0355,14.114,14.1387,14.0786,14.9661,5.35247,0,3.99992,15.571,+
mrg-1,-1.8225,2.47569,A7DTF0;Q9XWW2,MRG (Mortality factor-Related Gene) related,15.6184,15.6705,15.5293,15.9406,17.029,16.9183,17.5271,18.5742,2.47569,0.000439815,-1.8225,-4.69475,+
obr-1,-3.81169,5.3597,A7DTF2;G2HK04;Q95Q23;Q9U2C7,Oxysterol-binding protein,10.6889,10.8552,10.2627,10.8234,14.3501,14.2005,14.257,15.0693,5.3597,0,-3.81169,-15.6152,+
igcm-3,0.173435,0.479759,A7LPD6;Q22096,ImmunoGlobulin-like Cell adhesion Molecule family,14.7416,14.8516,14.7415,14.6944,14.5102,14.3944,14.3733,15.0574,0.479759,0.105074,0.173435,1.05673,
unc-16,-1.83085,1.10461,A7LPE4;C0P271;P34609,Uncharacterized protein;Uncharacterized protein;JNK-interacting protein,14.1091,12.8403,11.0675,14.4486,14.6116,14.9428,14.1768,16.0579,1.10461,0.0135771,-1.83085,-2.11713,+
gpdh-2,-1.48052,2.56042,A7LPE6;P34517;Q7JMU1,Glycerol-3-phosphate dehydrogenase [NAD(+)];Probable glycerol-3-phosphate dehydrogenase 2;Glycerol-3-phosphate dehydrogenase [NAD(+)],17.7812,17.6901,17.8755,18.0597,18.779,19.1198,19.2772,20.1526,2.56042,0.000347687,-1.48052,-4.88525,+
sly-1,-0.522883,0.636559,A7LPF3;Q20364,SLY1 homolog,14.5229,14.2945,14.5879,14.6917,14.2057,15.8866,15.4657,14.6305,0.636559,0.0608262,-0.522883,-1.33301,
"B0393,9",0.47619,1.59775,A7LPF5,Uncharacterized protein,14.7314,15.2138,14.8086,14.6689,14.1744,14.2543,14.4518,14.6376,1.59775,0.00330304,0.47619,2.96103,+
cisd-1,-2.3663,3.32374,A7LPG5;Q5FC71,CDGSH Iron Sulfur Domain protein homolog,17.647,17.6395,17.611,18.0627,20.5226,19.4723,19.6272,20.8033,3.32374,2.60E-05,-2.3663,-6.85442,+
"CELE_F09E8,2",-2.13037,2.91408,A7LPH5,Uncharacterized protein,14.2334,14.427,14.5085,14.6907,16.4812,16.1217,16.1351,17.643,2.91408,8.50E-05,-2.13037,-5.73691,+
lsy-22,-0.0822401,0.09913,A7LPI4;Q93616,Uncharacterized protein,14.4334,14.4369,13.9191,13.8471,13.6636,14.0056,14.445,14.8512,0.09913,0.573151,-0.0822401,-0.270389,
"C24H11,5",-2.54599,3.49632,A7LPI7,Uncharacterized protein,11.4489,11.5484,12.4313,12.1009,14.5029,13.9383,14.1618,15.1105,3.49632,2.86E-05,-2.54599,-7.37377,+
"CELE_F10A3,17",-3.61382,3.88787,A7LPJ5,Uncharacterized protein,15.0389,13.9185,14.444,15.3967,17.9344,18.8143,18.7017,17.803,3.88787,0,-3.61382,-8.67507,+
pnc-1,-0.675807,0.644273,A7WK39;Q9N426,Pyrazinamidase and NiCotinamidase,15.6325,15.5807,14.5562,16.2841,15.9551,15.7123,15.8519,17.2375,0.644273,0.0591913,-0.675807,-1.34628,
"CELE_Y94H6A,12",-2.89324,3.94316,A7WK43,Uncharacterized protein,11.7654,11.467,10.7426,12.1749,14.2524,14.4438,14.2535,14.7731,3.94316,0,-2.89324,-8.87387,+
"CELE_F56C9,6",-0.886016,2.00207,A8WFF4;H2KY87;H2KY89,Uncharacterized protein,13.4377,13.4021,13.6719,13.9255,14.1626,14.2703,14.4654,15.083,2.00207,0.00107587,-0.886016,-3.71145,+
"CELE_T28D9,4;T28D9,4",-2.69314,2.02508,A8WFI3;Q10023,"Uncharacterized protein;Uncharacterized protein T28D9,4",12.7624,11.2791,13.2922,14.559,15.784,15.996,15.898,14.9872,2.02508,0.00107183,-2.69314,-3.75636,+
"C28G1,5",-2.44106,4.16071,A8WFJ8,Uncharacterized protein,13.5785,13.6865,13.3766,13.1973,15.8712,15.2782,16.1312,16.3225,4.16071,0,-2.44106,-9.69552,+
gpx-7,-3.53777,2.51636,A8WFK6,Glutathione peroxidase,14.553,14.6866,14.5368,14.5027,17.2533,17.2247,17.6494,20.3028,2.51636,0.000425332,-3.53777,-4.78558,+
"CELE_F41D9,2",-2.31092,3.77648,A8WFM5;H2KZN7,Uncharacterized protein,14.5256,14.0338,14.6757,15.098,17.081,17.2559,16.4813,16.7586,3.77648,3.51E-05,-2.31092,-8.28636,+
"CELE_T04F8,8",-3.66431,4.56577,A8WHM5;Q22168,Uncharacterized protein,10.6828,10.6729,10.6384,10.5856,13.5245,14.2877,14.3313,15.0935,4.56577,0,-3.66431,-11.4098,+
"CELE_ZK856,16",0.762304,3.54169,A8WHN5,Uncharacterized protein,14.9627,15.227,14.8815,14.7923,14.2785,14.1676,14.1121,14.2561,3.54169,2.95E-05,0.762304,7.51552,+
"CELE_F23B12,4",-1.61542,1.83523,A8WHS3,Uncharacterized protein,12.5011,13.6572,12.0769,11.9466,14.2737,13.491,14.0608,14.818,1.83523,0.00172862,-1.61542,-3.39341,+
"CELE_K09A9,6",-0.221831,0.690501,A8WHT8;A8WHT9;G5EEF4,Uncharacterized protein,14.1828,14.235,13.8004,14.2985,14.4367,14.1244,14.2327,14.6101,0.690501,0.0508599,-0.221831,-1.42535,
"CELE_H14N18,4",-3.35191,2.80292,A8WIT0;H2L0B7,Uncharacterized protein,12.7542,10.503,10.0652,11.2943,14.1973,14.4298,14.4162,14.9811,2.80292,9.97E-05,-3.35191,-5.45886,+
"CELE_T12B5,15",-3.3538,4.74767,A8WJ47,Uncharacterized protein,10.7187,10.8537,10.7561,10.7805,13.727,14.0866,13.7978,14.9127,4.74767,0,-3.3538,-12.2668,+
"CELE_Y17G7B,20",-1.80792,3.42241,A8XJ46;A8XJ47;H2KMJ1;H2KMJ2;Q8I4E8,Uncharacterized protein,12.5087,13.0675,12.3647,12.9599,14.5012,14.4252,14.1581,15.0482,3.42241,2.74E-05,-1.80792,-7.14756,+
"CELE_E01A2,1",-1.20262,1.39053,A9CZN9;Q966L2,Uncharacterized protein,12.7222,14.3368,12.7862,13.1676,13.8381,14.3663,14.458,15.1609,1.39053,0.00589203,-1.20262,-2.59953,+
"CELE_T02H6,1",-0.959378,1.31906,A9D0C6,Uncharacterized protein,14.338,14.4176,14.0375,14.6654,15.4719,15.4694,14.3078,16.047,1.31906,0.00707584,-0.959378,-2.47751,+
"CELE_Y37E3,11",-2.85113,2.99903,A9D2X7;Q9BKU2;X5LPX5,Uncharacterized protein,14.9545,14.8815,14.4403,15.1634,17.6489,17.3456,16.8659,18.9839,2.99903,6.32E-05,-2.85113,-5.95628,+
"CELE_M03F8,3",-3.87199,4.70665,A9D4S6;O16376,Uncharacterized protein,12.6373,12.7728,13.2635,12.4136,16.0659,16.7486,16.4387,17.3221,4.70665,0,-3.87199,-12.0685,+
"CELE_F55B12,10",3.32985,4.74927,A9QY28,Uncharacterized protein,17.7885,17.8613,17.4763,17.4445,13.7134,14.276,14.3275,14.9343,4.74927,0,3.32985,12.2745,+
pptr-2,-1.69394,2.21605,A9UJN4;H9G2X3;Q17948,Protein Phosphatase 2A (Two A) Regulatory subunit,14.0889,14.3745,14.458,14.3413,15.6053,15.235,16.1117,17.0864,2.21605,0.000674157,-1.69394,-4.1397,+
"maph-1,2",-2.31518,4.04373,A9UJN7,Microtubule-Associated Protein Homolog,15.4855,15.2556,15.1664,16.2439,17.7639,17.7668,17.9786,17.9028,4.04373,0,-2.31518,-9.24569,+
"CELE_K09G1,1",-2.50126,3.83634,A9UJP1;D9N146;D9N147,Uncharacterized protein,12.503,12.7928,12.5071,12.8549,15.4568,14.9218,15.7713,14.5128,3.83634,0,-2.50126,-8.49334,+
"B0303,7",-2.62476,2.35998,A9Z1J8;P34258,"Uncharacterized protein;Uncharacterized protein B0303,7",15.0195,13.7671,13.8992,13.5717,16.0238,16.6028,16.0195,18.1105,2.35998,0.000475979,-2.62476,-4.44223,+
"C23H3,3",0.143093,0.226054,A9Z1L6,Uncharacterized protein,14.4125,14.8828,14.1226,14.9195,14.1985,14.3202,14.3127,14.9337,0.226054,0.298408,0.143093,0.562398,
"C17C3,1",0.863143,2.18808,B0M0L9;H2KYT6;Q9BIA9,Uncharacterized protein,14.2697,14.9136,14.9156,14.7399,13.4423,13.9603,13.8516,14.132,2.18808,0.000667362,0.863143,4.08232,+
glna-1,-2.56073,3.3011,B0M0N9;B0M0P0;B6VQ90;H2L2H2;H2L2H3;U4PRW7,GLutamiNAse,11.6903,11.8876,12.7151,11.2661,14.3541,13.9953,14.388,15.0647,3.3011,2.56E-05,-2.56073,-6.78854,+
"CELE_Y61A9LA,11",-1.62304,2.78991,B1GRJ8;H2L073,Uncharacterized protein,12.8768,13.579,12.4713,12.7239,14.3257,14.377,14.3595,15.081,2.78991,0.000144685,-1.62304,-5.42696,+
"CELE_F41E6,5",-1.88039,3.18865,B1GRK5;O16457,Uncharacterized protein,12.3485,11.746,12.1374,12.811,14.2534,14.0422,13.6868,14.5821,3.18865,6.97E-05,-1.88039,-6.4688,+
"CELE_T25B2,2",-3.71614,3.68859,B1GRL0;H2KZ75,Uncharacterized protein,13.9593,14.0549,12.1684,13.2026,17.3346,17.1986,16.5998,17.1168,3.68859,3.26E-05,-3.71614,-7.9903,+
trpp-1,-0.467065,0.623308,B1GRL5,TRansport Protein Particle,14.1966,13.8102,13.0076,14.2076,14.3979,13.6496,14.3693,14.6734,0.623308,0.0635147,-0.467065,-1.31016,
tsp-10,-3.32859,2.84234,B1Q241;H2KYX1,TetraSPanin family,11.9547,11.6915,11.2479,12.8032,14.0277,15.3214,15.1808,16.4819,2.84234,0.000101911,-3.32859,-5.55632,+
ugt-26,-1.71794,2.41807,B1Q250;H2KYQ0,UDP-glucuronosyltransferase,17.0391,17.1149,17.2038,17.303,18.6183,18.3235,18.6116,19.9792,2.41807,0.000450321,-1.71794,-4.56792,+
"C14H10,3",-2.03255,3.55544,B1Q254,Uncharacterized protein,14.1944,14.0609,14.0414,14.4162,16.1249,16.643,15.5257,16.5495,3.55544,2.99E-05,-2.03255,-7.55895,+
"CELE_D1086,10",1.72294,2.07184,B1Q273;Q5FC40,Uncharacterized protein,20.3058,20.4037,18.866,19.4016,18.0607,17.3709,18.6051,18.0486,2.07184,0.000985972,1.72294,3.84844,+
poml-3,-1.25128,1.87699,B1V898,PON (Paraoxonase) and MEC-6 Like,15.4793,15.8018,15.1769,15.7905,16.4037,16.7078,16.3703,17.7718,1.87699,0.00147906,-1.25128,-3.47182,+
unc-57,-1.03713,3.55181,B1V8A0,Endophilin-A homolog,16.3516,16.5352,16.1279,16.5634,17.4061,17.3289,17.2885,17.7031,3.55181,2.98E-05,-1.03713,-7.54745,+
szy-20,-4.02127,2.74055,B2D6L4;D2KT99;G5EEB4;G5EGU9;Q18094;Q565A8;Q9XVV8,Suppressor of ZYg-1;Suppressor of ZYg-1;SZY-20B;SZY-20A;Suppressor of ZYg-1;Suppressor of ZYg-1;Suppressor of ZYg-1,14.3462,13.377,13.5983,13.0394,18.0854,17.5341,15.731,19.0954,2.74055,0.000159794,-4.02127,-5.30711,+
"CELE_T06E4,14",-2.06867,2.62294,B2D6L8,Uncharacterized protein,13.1811,11.9316,12.5748,11.4721,14.0772,14.4255,14.1114,14.8202,2.62294,0.0002578,-2.06867,-5.02902,+
"CELE_F13G3,10",-7.13187,6.02364,B2D6L9,Uncharacterized protein,10.4874,10.4441,10.7908,10.8115,17.3659,17.0211,18.2661,18.4081,6.02364,0,-7.13187,-20.2329,+
rmd-2,-2.05017,3.4884,B2D6P1,Regulator of Microtubule Dynamics,15.5387,15.5086,15.7668,15.7614,17.299,17.4412,17.5459,18.4901,3.4884,2.84E-05,-2.05017,-7.34925,+
smc-3,-1.3652,2.72549,B2FDA8,Structural maintenance of chromosomes protein 3,14.5495,14.7219,14.3965,14.9154,15.7577,16.0919,15.5637,16.6309,2.72549,0.000181042,-1.3652,-5.27094,+
ntl-2,-0.927751,1.36284,B2MZA9;Q10923;Q95QZ3;Q95QZ4,NOT-Like (Yeast CCR4/NOT complex component),12.3602,13.7178,13.4293,13.6202,14.2249,13.8437,14.0575,14.7123,1.36284,0.00630732,-0.927751,-2.55212,+
gcn-1,-2.01923,4.84759,B3CJ34,GCN (Yeast General Control Nondrepressible) homolog,15.6725,15.6177,15.5372,15.9504,17.3856,17.6247,17.9469,17.8975,4.84759,0,-2.01923,-12.7626,+
urm-1,0.198461,0.181596,B3CKG1,Ubiquitin-related modifier 1 homolog,17.4407,17.5451,17.3815,17.5188,16.6914,18.401,16.5479,17.4519,0.181596,0.369501,0.198461,0.465088,
nono-1,-2.19424,3.69746,B3GWA1,"NONO (Conserved nuclear protein, aka PSF) homolog",15.8923,15.3204,15.4278,16.0133,17.5114,18.125,17.4754,18.319,3.69746,3.28E-05,-2.19424,-8.01978,+
atf-7,-2.56453,3.17956,B3GWA6;Q17801;Q86MD3;Q9U3R1,ATF (cAMP-dependent transcription factor) family,11.4206,11.4993,11.7524,11.3973,14.3131,13.3176,13.6268,15.0703,3.17956,6.93E-05,-2.56453,-6.44348,+
vps-26,-1.19873,5.6556,B3GWB9;L8E6W6;L8E917;O01258,Related to yeast Vacuolar Protein Sorting factor;Related to yeast Vacuolar Protein Sorting factor;Related to yeast Vacuolar Protein Sorting factor;Vacuolar protein sorting-associated protein 26,14.4625,14.7184,14.5022,14.6179,15.718,15.7145,15.8663,15.7972,5.6556,0,-1.19873,-17.5311,+
ndx-9,0.474694,0.790724,B3GWC0;Q19427,NuDiX family;NADH pyrophosphatase,14.7556,14.7325,14.5485,14.2404,14.1909,14.3049,13.3116,14.5708,0.790724,0.0369931,0.474694,1.59461,+
"C14F11,4",-2.41553,2.79265,B3WFT8,Uncharacterized protein,16.2462,16.342,15.6062,15.9984,18.1428,18.5035,17.6286,19.58,2.79265,0.000145069,-2.41553,-5.43367,+
abts-1,-1.88591,2.92075,B3WFV9;G5EC65;G5EDF4,Anion exchange protein,15.6927,15.9798,15.6691,15.652,17.6418,17.0699,17.3032,18.5223,2.92075,8.56E-05,-1.88591,-5.75392,+
"CELE_ZK858,6",-2.6734,4.45505,B3WFW5;Q7YTF9,Transmembrane 9 superfamily member,14.5591,15.0077,14.8258,14.6235,17.1198,17.0794,17.4683,18.0421,4.45505,0,-2.6734,-10.9157,+
"C41G7,9",3.80031,3.71374,B3WFW9,Uncharacterized protein,17.8841,17.4669,17.7681,19.2821,13.9498,14.2268,14.0189,15.0046,3.71374,3.34E-05,3.80031,8.0741,+
lin-10,-0.726846,1.67986,B3WFX4;O17583,Uncharacterized protein;Protein lin-10,13.7745,14.1221,13.4233,14.055,14.4045,14.4022,14.3909,15.0847,1.67986,0.00257329,-0.726846,-3.10809,+
