geneName,log2FC,pvalue,Leading.proteins,Proteins,Protein.names,Positions.within.proteins,Localization.prob,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04,log2 N2_d5_01,log2 N2_d5_02,log2  N2_d5_03,log2 N2_d5_04, -Log.p.value, Student's T-test q-value N2_d10_N2_d5,log2FC,Student's T-test Test statistic N2_d10_N2_d5,Sign p-val: 0.05 
mrg-1,-1.75761,2.65481,Q9XWW2,Q9XWW2;A7DTF0,,238;240,1,19.0842,19.4561,19.525,20.366,21.8746,21.5367,20.9151,21.1353,2.65481,0.000570404,-1.75761,-5.10336,+
mrg-1,-1.80698,1.83302,Q9XWW2,Q9XWW2;A7DTF0,,276;278,1,19.3944,18.8212,21.2513,19.4358,21.433,21.69,21.3709,21.6366,1.83302,0.00324417,-1.80698,-3.38929,+
igcm-3,-1.69561,1.67966,A7LPD6,A7LPD6,,582,1,18.2878,18.3792,19.5631,19.8285,21.6743,19.8499,20.6275,20.6893,1.67966,0.00446551,-1.69561,-3.10773,+
igcm-3,-0.414935,1.39045,A7LPD6,A7LPD6;Q22096,,545;545,1,23.8071,24.1422,24.1278,23.9624,24.8229,24.2219,24.4056,24.2488,1.39045,0.00846259,-0.414935,-2.59939,+
gpdh-2,-1.01991,0.922756,A7LPE6,A7LPE6;Q7JMU1;P34517;A7LPE5,Glycerol-3-phosphate dehydrogenase [NAD(+)];Probable glycerol-3-phosphate dehydrogenase 2,329;340;361;273,1,20.2094,19.9123,18.796,21.2944,21.5082,20.64,20.72,21.4235,0.922756,0.0314109,-1.01991,-1.81487,+
,-1.86439,1.3361,Q5FC71,Q5FC71;A7LPG5,,99;130,0.781755,21.2009,19.0205,18.2035,18.3436,20.5514,21.6184,20.6376,21.4186,1.3361,0.0099364,-1.86439,-2.50649,+
,-4.60083,2.76669,Q5FC71,Q5FC71;A7LPG5,,87;118,1,18.0799,19.8573,21.9117,21.1497,25.0205,24.5169,25.2637,24.6008,2.76669,0.000562016,-4.60083,-5.37035,+
,-1.84069,2.51901,Q5FC71,Q5FC71;A7LPG5,,50;81,1,23.245,23.0478,24.3309,23.7943,25.4537,24.8747,25.349,26.1034,2.51901,0.000787323,-1.84069,-4.79153,+
,2.64302,1.58136,Q5FC71,Q5FC71;A7LPG5,,63;94,1,30.7929,31.0411,30.0853,28.8552,29.3894,25.8352,26.9694,28.0083,1.58136,0.00590085,2.64302,2.93194,+
,1.63102,2.24798,Q5FC71,Q5FC71;A7LPG5,,64;95,0.970152,33.0019,34.3821,33.6803,34.1913,31.8317,31.9517,32.0767,32.8714,2.24798,0.00138363,1.63102,4.20577,+
,-2.30772,2.46632,Q5FC71,Q5FC71;A7LPG5,,74;105,1,17.9528,20.2275,19.4644,19.4719,21.8161,21.795,21.4124,21.324,2.46632,0.00103163,-2.30772,-4.67398,+
,2.16278,2.60732,A8WFH7,A8WFH7;H2KYT4;Q3HKC5,,312;391;427,0.970141,25.096,26.4556,26.0217,26.7964,24.3507,24.0027,24.0837,23.2815,2.60732,0.000645724,2.16278,4.99283,+
,4.53493,3.57023,A8WFH7,A8WFH7;H2KYT4;Q3HKC5,,313;392;428,1,26.923,26.1803,25.9857,24.2337,21.6912,21.455,21.1615,20.8753,3.57023,0.000271698,4.53493,7.60586,+
,0.325028,0.402733,A8WFH7,A8WFH7;H2KYT4;Q3HKC5,,322;401;437,0.982815,25.1963,25.8901,25.4429,26.0555,25.4484,24.5444,25.3189,25.973,0.402733,0.182605,0.325028,0.914722,
,-1.62045,1.18352,H2KYH9,H2KYH9;A8WFJ8,,63;63,0.70713,19.7487,17.9815,18.4639,20.7233,20.856,19.8511,21.1275,21.5647,1.18352,0.0148177,-1.62045,-2.24895,+
mdt-28,-5.22806,2.98279,A8WHP8;Q65ZB1,A8WHP8;Q65ZB1;Q23095,,79;79;79,0.983607,20.1272,19.2286,21.3475,18.0456,25.9795,23.7884,24.1989,25.6944,2.98279,0.00047587,-5.22806,-5.91388,+
mdt-28,-1.43511,0.660154,A8WHP8;Q65ZB1,A8WHP8;Q65ZB1;Q23095,,57;57;57,1,21.037,16.9152,21.167,18.8475,21.4067,20.6294,20.3271,21.3441,0.660154,0.0718275,-1.43511,-1.37353,
mdt-28,-1.72399,1.06733,A8WHP8;Q65ZB1,A8WHP8;Q65ZB1;Q23095,,68;68;68,1,18.1382,21.431,19.504,17.8746,20.6801,20.7892,20.8094,21.5652,1.06733,0.021363,-1.72399,-2.05507,+
mdt-28,-2.86821,3.10493,A8WHP8;Q65ZB1,A8WHP8;Q65ZB1;Q23095,,347;344;344,0.649764,18.1333,19.0979,18.6337,17.3611,20.5494,21.4381,20.9353,21.7761,3.10493,0.000359102,-2.86821,-6.2385,+
mdt-28,-1.74981,0.813072,A8WHP8;Q65ZB1,A8WHP8;Q65ZB1;Q23095,,348;345;345,1,17.0459,17.4737,20.6031,21.1983,20.6053,21.1263,21.0482,20.5405,0.813072,0.0434668,-1.74981,-1.63205,+
mdt-28,-3.07716,3.26678,A8WHP8;Q65ZB1,A8WHP8;Q65ZB1;Q23095,,181;181;181,1,18.1265,18.3221,19.3027,17.3529,21.6531,21.7826,21.1732,20.804,3.26678,0.000333333,-3.07716,-6.68966,+
mdt-28,-4.98609,3.11342,A8WHP8;Q65ZB1,A8WHP8;Q65ZB1;Q23095,,154;154;154,1,20.8725,21.4506,20.0014,19.4163,27.3389,24.6685,24.4938,25.1839,3.11342,0.000361355,-4.98609,-6.26155,+
mdt-28,1.31429,1.56653,A8WHP8;Q65ZB1,A8WHP8;Q65ZB1;Q23095,,295;292;292,0.994255,22.5225,21.7908,22.6423,22.012,19.8402,21.3724,20.8171,21.6808,1.56653,0.0060997,1.31429,2.90572,+
mdt-28,-1.56959,2.66238,A8WHP8;Q65ZB1,A8WHP8;Q65ZB1;Q23095,,297;294;294,1,19.1138,20.0552,19.4904,19.7747,20.9013,20.9918,20.9498,21.8694,2.66238,0.000522052,-1.56959,-5.12114,+
mdt-28,-1.29899,0.851111,A8WHP8;Q65ZB1,A8WHP8;Q65ZB1;Q23095,,218;218;218,1,19.2174,21.6616,20.6503,18.285,21.6727,20.885,21.2466,21.206,0.851111,0.0387418,-1.29899,-1.6956,+
,-0.379669,0.250487,A9UJN7;Q7YXB8;Q18494,A9UJN7;Q7YXB8;P91859;H2FLK1;Q18494,,555;554;554;495;555,0.999996,21.8906,23.5375,22.3364,21.3585,23.6844,22.0823,21.9277,22.9472,0.250487,0.328579,-0.379669,-0.614075,
,-2.7397,1.97713,A9UJN7;Q7YXB8;Q18494,A9UJN7;Q7YXB8;P91859;H2FLK1;Q18494,,562;561;561;502;562,1,18.4604,17.0602,20.2056,18.0101,21.3487,20.1665,21.3505,21.8295,1.97713,0.00236273,-2.7397,-3.66307,+
,-1.93782,2.16885,A9UJP1,A9UJP1;D9N146;D9N147,,38;41;47,1,18.9033,20.3709,18.6678,20.2278,21.7495,21.4073,20.976,21.7883,2.16885,0.00159724,-1.93782,-4.04312,+
,-3.84145,3.16962,A9UJP1;Q95ZR6;Q9XVL1,A9UJP1;D9N146;D9N147;Q95ZR6;Q9XVL1,,71;74;80;33;45,0.999667,18.8719,20.8176,18.3692,19.4947,22.4597,23.5879,23.175,23.6967,3.16962,0.000376471,-3.84145,-6.41589,+
,2.46317,1.85189,A9UJP1;Q95ZR6,A9UJP1;D9N146;D9N147;Q95ZR6,,57;60;66;19,0.999999,24.8615,22.8557,25.1966,24.4543,22.7035,22.3939,20.4529,21.9649,1.85189,0.00309625,2.46317,3.4246,+
,1.0521,1.45542,A9UJP1;Q95ZR6;Q9XVL1,A9UJP1;D9N146;D9N147;Q95ZR6;Q9XVL1,,73;76;82;35;47,1,23.8391,23.8874,24.2484,22.8725,22.8473,21.9395,23.1153,22.7369,1.45542,0.00734679,1.0521,2.71139,+
,3.18733,3.342,A9Z1K9,A9Z1K9,,338,0.978501,24.0647,23.7384,24.1256,23.4516,19.9231,20.6072,20.2105,21.8903,3.342,0.000217195,3.18733,6.90791,+
hsp-43,0.316754,0.234784,B0M0L8;H2KYS1,B0M0L8;H2KYS1,,154;154,0.999989,24.3909,25.7657,26.1293,24.5924,25.0669,24.6252,24.1689,25.7503,0.234784,0.351449,0.316754,0.580997,
hsp-43,-7.27049,5.29025,B0M0L8;H2KYS1,B0M0L8;H2KYS1,,179;179,1,18.4858,20.3756,19.1893,20.2003,26.4042,26.784,27.2719,26.8728,5.29025,0,-7.27049,-15.1955,+
hsp-43,2.88545,3.59098,B0M0L8;H2KYS1,B0M0L8;H2KYS1,,35;35,1,23.9399,23.6402,23.8659,24.4044,21.771,21.5422,20.5958,20.3997,3.59098,0.000280702,2.88545,7.67212,+
hsp-43,-1.6938,0.615836,B0M0L8;H2KYS1,B0M0L8;H2KYS1,,98;98,1,19.1502,21.3765,19.5067,15.6998,21.6254,21.426,19.2773,20.1796,0.615836,0.083756,-1.6938,-1.29724,
,-1.80053,2.06893,B0M0N4,B0M0N4,,102,0.999887,18.554,19.3054,20.4548,19.3413,21.5457,20.9462,20.6301,21.7356,2.06893,0.00202758,-1.80053,-3.84267,+
,-0.0764127,0.118561,B0M0N4,B0M0N4,,3,1,24.1034,24.6879,24.4911,23.8903,24.3545,24.1015,24.2058,24.8165,0.118561,0.578585,-0.0764127,-0.318231,
,1.19621,1.45113,B0M0N4,B0M0N4,,88,0.999999,22.5049,23.6314,22.1662,21.8206,21.8675,21.4405,21.0146,21.0157,1.45113,0.0075007,1.19621,2.70395,+
aat-6,-0.326969,0.708048,B2D6M4,B2D6M4;Q22397,,494;504,1,25.6658,25.6644,26.3827,25.3771,26.2487,26.0746,26.1457,25.9289,0.708048,0.060468,-0.326969,-1.45517,
aat-6,-0.334321,0.162569,B2D6M4,B2D6M4;Q22397,,499;509,0.999884,18.5606,20.6826,22.04,19.2727,20.7393,20.1756,20.1562,20.8222,0.162569,0.475578,-0.334321,-0.421967,
rmd-2,-0.478283,0.65411,B2D6P1,B2D6P1;P90762;Q8MQB5,,119;166;272,1,21.2714,20.618,20.8077,20.1283,21.3708,20.4166,21.3986,21.5525,0.65411,0.0733324,-0.478283,-1.36317,
rmd-2,-0.587128,0.339667,B2D6P1,B2D6P1;P90762;Q8MQB5,,97;144;250,0.971532,22.9921,21.1897,22.2918,22.6216,23.9889,21.1143,22.8276,23.5128,0.339667,0.230001,-0.587128,-0.794002,
urm-1,-2.74309,3.9216,B3CKG1,B3CKG1,Ubiquitin-related modifier 1 homolog,24,1,18.8264,18.3651,19.2918,18.4032,20.8366,21.7237,21.4584,21.8401,3.9216,0.000277008,-2.74309,-8.79588,+
,-0.371731,0.22607,B3WFT8,B3WFT8;H2KYS2,,10;10,0.769851,22.4824,22.9064,22.5654,22.625,23.8234,24.3407,21.4686,22.4335,0.22607,0.364126,-0.371731,-0.562431,
,-1.19833,0.552356,E1B6S9,E1B6S9;B3WFV6,,25;30,1,17.5547,21.765,19.0325,21.2777,20.6909,21.0804,20.911,21.741,0.552356,0.104957,-1.19833,-1.18639,
abts-1,-2.11093,1.83868,G5EC65,G5EC65;G5EDF4;B3WFV9,Anion exchange protein,1032;1074;1128,0.999905,18.3909,20.0661,19.6935,17.4703,21.3563,21.128,20.5632,21.017,1.83868,0.0032247,-2.11093,-3.39985,+
,3.24645,2.28844,B3WFW7,B3WFW7;Q9XVT7,,70;207,1,23.1292,26.0271,22.8694,24.6437,20.8087,21.4767,20.661,20.7372,2.28844,0.00134405,3.24645,4.29032,+
,-0.968399,2.12615,B3WFY5,B3WFY5,,28,0.893744,23.5,23.9385,23.5393,24.3298,25.0722,24.9864,24.7046,24.418,2.12615,0.00188108,-0.968399,-3.9568,+
,0.411088,0.338349,B3WFY5,B3WFY5,,29,1,24.3826,25.9305,25.809,26.0201,25.6881,24.9888,24.1979,25.6228,0.338349,0.231183,0.411088,0.791428,
,-0.248687,0.150675,B3WFY5,B3WFY5,,30,1,22.4523,23.791,23.506,24.3395,25.0238,23.2217,22.8008,24.0372,0.150675,0.500783,-0.248687,-0.394509,
ifg-1,-2.75448,2.964,B5BM23,B5BM23;Q7JMF0;Q21531;B5BM24;B5BM25,,908;1021;1022;600;554,1,20.4335,18.7878,19.4227,19.9481,23.2426,22.4601,22.0897,21.8175,2.964,0.000469546,-2.75448,-5.86508,+
ret-1,-1.09145,0.60206,B5U8N2,B5U8N2;Q7JLB1;G5ECZ2;G5EDI2,Reticulon-like protein,48;124;2853;2853,1,17.4037,19.9347,21.1609,19.8517,21.2931,21.1508,20.4474,19.8255,0.60206,0.0882081,-1.09145,-1.27335,
ret-1,-4.63493,3.25984,B5U8N2;Q23187;Q23188;Q7JLB0,B5U8N2;Q7JLB1;G5ECZ2;G5EDI2;Q23187;Q23188;Q7JLB0,Reticulon-like protein,360;436;3165;3169;118;88;70,0.999998,20.9354,18.9103,20.7375,19.2448,24.4357,23.3494,25.0926,25.4901,3.25984,0.000331927,-4.63493,-6.6698,+
ret-1,2.13823,2.36586,B5U8N2;Q23187;Q23188;Q7JLB0,B5U8N2;Q7JLB1;G5ECZ2;G5EDI2;Q23187;Q23188;Q7JLB0,Reticulon-like protein,491;567;3296;3300;249;219;201,0.894981,22.7243,23.137,24.0986,22.1882,21.2548,20.1523,20.9375,21.2505,2.36586,0.00120245,2.13823,4.45485,+
pgp-5,2.28683,1.92254,B6VQ78,B6VQ78;Q17645,,562;654,0.991881,24.7936,25.0717,25.3417,26.0154,24.1792,21.6598,22.4392,23.7967,1.92254,0.00271557,2.28683,3.55824,+
pgp-5,-0.749892,0.530784,B6VQ78,B6VQ78;Q17645,,569;661,0.999978,19.0913,20.749,19.4483,19.8817,21.911,20.9375,19.6359,19.6854,0.530784,0.11431,-0.749892,-1.14822,
pgp-5,0.906174,0.992708,B6VQ78,B6VQ78;Q17645,,172;264,0.998681,23.5881,23.6613,25.4553,24.3153,23.041,23.199,23.8769,23.2785,0.992708,0.0264228,0.906174,1.93107,+
pgp-5,-2.21395,3.39337,B6VQ78,B6VQ78;Q17645,,176;268,0.750922,19.7066,19.1923,18.6766,19.3035,21.4422,21.7248,20.7787,21.7891,3.39337,0.000226772,-2.21395,-7.06024,+
,-2.10771,2.29761,D9PTN8,D9PTN8;B7FAR9;Q8I4D3;Q9XWX8,,403;427;28;28,0.963239,18.2814,18.0552,19.9678,18.035,20.4434,21.1005,20.4689,20.7574,2.29761,0.00135894,-2.10771,-4.30962,+
T05H10.4,2.68787,1.64127,B7WN71,B7WN71;Q09348,Uncharacterized protein T05H10.4,239;265,1,23.1647,23.4752,26.9099,24.7369,21.6426,21.3774,22.014,22.5013,1.64127,0.00505882,2.68787,3.03868,+
rpl-32,-3.96666,2.68103,B7WN95;Q22716,B7WN95;Q22716,,52;105,1,20.7585,19.1846,20.8123,21.0274,25.54,25.4733,23.0685,23.5677,2.68103,0.000531622,-3.96666,-5.16509,+
,-0.675123,0.708406,B7WNA1,B7WNA1;O17860,,64;175,1,19.8961,20.3708,20.6711,21.4848,21.9873,20.5899,20.9067,21.6393,0.708406,0.0604488,-0.675123,-1.45578,
ztf-18,-4.57684,2.88798,B9ZSG9,B9ZSG9,,872,1,20.4987,18.4029,17.028,17.9701,23.123,23.9696,22.4336,22.6807,2.88798,0.000494241,-4.57684,-5.67073,+
uba-1,-8.84064,5.75104,C1P636,C1P636;Q27481;Q3S1J5,,683;684;599,1,18.4783,20.067,20.0159,19.1758,28.6917,28.3212,27.399,28.6877,5.75104,0,-8.84064,-18.1961,+
uba-1,-4.41564,3.57929,C1P636,C1P636;Q27481;Q3S1J5,,727;728;643,1,17.9534,18.0741,18.7596,19.4827,23.4633,22.0191,22.4369,24.013,3.57929,0.000275335,-4.41564,-7.63473,+
uba-1,1.40288,2.68713,C1P636,C1P636;Q27481;Q3S1J5,,864;865;780,1,28.8427,28.5983,28.7425,28.1472,27.8327,27.0434,26.8239,27.0193,2.68713,0.000533088,1.40288,5.17954,+
uba-1,-5.3575,3.60648,C1P636,C1P636;Q27481;Q3S1J5,,741;742;657,0.602507,18.4082,18.2486,20.1828,20.7321,25.2971,24.2513,24.2115,25.242,3.60648,0.000284024,-5.3575,-7.7219,+
uba-1,-0.931134,1.7264,C1P636,C1P636;Q27481;Q3S1J5,,104;105;20,1,20.3531,20.2175,19.5885,20.3915,21.7011,20.6463,20.9351,20.9927,1.7264,0.00391407,-0.931134,-3.19255,+
,-1.78057,1.87178,C6KRI9,C6KRI9;X5M900;Q22847;X5M5W2,,366;366;366;366,1,19.1637,17.8387,18.4294,19.3799,19.4767,21.1637,20.9227,20.3708,1.87178,0.00301869,-1.78057,-3.462,+
,1.70487,3.34346,C6KRJ1,C6KRJ1,,158,1,26.5813,25.9916,26.517,26.9107,24.4959,25.1803,24.5876,24.9174,3.34346,0.000218182,1.70487,6.91222,+
,-0.320969,0.203387,C6KRJ1,C6KRJ1,,190,0.854543,19.4496,20.9856,19.8474,20.8095,20.3136,19.3152,21.1426,21.6047,0.203387,0.401059,-0.320969,-0.513349,
,-0.778232,0.83381,C6KRL2,C6KRL2,,4,1,18.7797,20.0192,20.3605,20.1768,20.7115,19.9717,20.3784,21.3875,0.83381,0.0408718,-0.778232,-1.66672,+
,-5.86878,3.34826,C6KRL2,C6KRL2,,14,0.998597,19.8777,16.6764,19.8447,18.5845,24.9609,23.8074,24.1593,25.5308,3.34826,0.000219178,-5.86878,-6.92634,+
,-1.5854,1.44873,C6KRL2,C6KRL2,,18,0.524179,19.4769,19.7259,20.5111,18.3891,20.601,21.7613,20.2862,21.7961,1.44873,0.00751657,-1.5854,-2.6998,+
sao-1,-1.37504,2.85927,C6KRN1,C6KRN1,,3,1,19.9763,19.5928,20.3653,19.8188,21.8475,21.0194,21.1391,21.2472,2.85927,0.000482618,-1.37504,-5.59855,+
sao-1,-2.61288,1.55204,C6KRN1,C6KRN1,,24,0.999908,18.4955,19.5373,21.2587,17.2448,20.8672,22.2583,22.1751,21.6872,1.55204,0.00638454,-2.61288,-2.88017,+
,-4.14312,4.51131,C7GIK1,C7GIK1,,69,1,20.3252,19.5685,21.0744,20.6322,24.1429,24.7102,24.3196,25.0001,4.51131,0,-4.14312,-11.1643,+
fln-1,-1.57879,0.972142,D0IMZ5;U4PM01,D0IMZ5;U4PR92;U4PM04;U4PBK4;U4PM01;U4PBJ9;D0IMZ7;U4PEE3;D0IMZ8;U4PB53;U4PB58;U4PEF1;U4PR97;U4PM09;U4PEE8;U4PRA0;D0IMZ6,,2153;2155;2019;2021;2155;2157;2102;2104;2104;2106;2021;2023;1968;1970;1970;1972;734,1,19.4306,20.9576,17.2759,19.339,21.4059,21.4571,20.162,20.2933,0.972142,0.0280214,-1.57879,-1.89692,+
fln-1,-1.31345,2.42784,D0IMZ5;U4PM01,D0IMZ5;U4PR92;U4PM04;U4PBK4;U4PM01;U4PBJ9;D0IMZ7;U4PEE3;D0IMZ8;U4PB53;U4PB58;U4PEF1;U4PR97;U4PM09;U4PEE8;U4PRA0;H2KZT3;Q9TYW4,,269;271;135;137;269;271;269;271;269;271;135;137;135;137;135;137;269;269,1,20.221,19.4202,20.1358,19.5461,21.0414,21.0617,20.7607,21.7131,2.42784,0.00111975,-1.31345,-4.58927,+
laf-1,-0.617252,0.888784,D0PV95,D0PV95,,599,1,19.5823,20.096,20.1322,20.3444,19.8041,20.6465,20.9017,21.2715,0.888784,0.0346179,-0.617252,-1.75837,+
sql-1,-3.52476,3.17834,D0Z5P0,D0Z5P0,,53,1,20.2458,18.8091,20.3924,18.9351,23.7733,23.368,22.1273,23.2128,3.17834,0.000380952,-3.52476,-6.44007,+
sql-1,0.7363,0.946206,D0Z5P0,D0Z5P0,,541,1,21.3789,21.5513,21.9157,21.5353,21.5469,21.2464,19.8034,20.8392,0.946206,0.0297751,0.7363,1.85384,+
sql-1,0.00761795,0.00457556,D0Z5P0,D0Z5P0,,470,1,21.3433,21.3339,22.127,22.7844,23.0573,21.939,21.0128,21.549,0.00457556,0.980458,0.00761795,0.0136919,
,-4.25674,2.55561,Q22832,Q22832;D1MN75,,234;243,0.988613,19.8751,21.241,19.5493,18.5249,25.3912,23.9264,22.2568,24.643,2.55561,0.000676247,-4.25674,-4.8743,+
,-2.18451,1.52981,Q22832,Q22832;D1MN75,,235;244,0.585098,19.348,17.1456,20.6451,19.7882,21.8129,20.9894,21.229,21.6336,1.52981,0.00657773,-2.18451,-2.84107,+
,0.139263,0.115246,Q22832,Q22832;D1MN75,,492;501,1,24.8869,23.7701,25.6387,25.1417,25.357,24.5592,24.4791,24.4851,0.115246,0.586746,0.139263,0.310163,
,1.41381,2.08287,Q8WQB8,Q8WQB8;Q9U345;D2YW10;Q9U344;D2YW11,,183;177;177;183;183,1,23.4443,23.6253,24.1386,23.6197,21.8987,22.5055,23.1307,21.6378,2.08287,0.00204098,1.41381,3.87031,+
tag-349,-1.68614,1.48011,D3NQB5,D3NQB5;D3NQB4;Q9NA31,,149;280;329,1,18.254,20.9611,19.0671,20.1875,21.4958,20.9836,21.5373,21.1974,1.48011,0.00699475,-1.68614,-2.75426,+
cfp-1,-2.67563,1.52816,D3YT77,D3YT77;Q86D13;E3W754;Q9XUE7,,49;117;168;236,0.838371,17.3798,17.1247,20.9992,19.0978,21.9146,21.4443,20.5281,21.4169,1.52816,0.00656807,-2.67563,-2.83819,+
cfp-1,-1.4037,1.59637,D3YT77,D3YT77;Q86D13;E3W754;Q9XUE7,,57;125;176;244,0.662757,19.3181,20.814,19.8466,19.5324,21.9542,21.7244,20.4784,20.969,1.59637,0.00566398,-1.4037,-2.95857,+
dct-16,-5.34641,4.07075,D4YWC3;Q9XX57,D4YWC3;Q9XX57,,77;88,0.97423,18.2902,18.6151,18.8924,17.4355,22.8048,25.0214,23.4421,23.3507,4.07075,0.000321543,-5.34641,-9.34791,+
dct-16,-4.10963,2.17213,D4YWC3;Q9XX57,D4YWC3;Q9XX57,,78;89,0.87691,21.3433,18.9633,21.9357,18.6676,24.2399,22.7062,25.1807,25.2217,2.17213,0.00159834,-4.10963,-4.04978,+
dct-16,-6.73844,3.50783,D4YWC3;Q9XX57,D4YWC3;Q9XX57,,41;52,1,19.0474,18.9917,20.9751,18.6871,27.6246,26.2535,24.1034,26.6736,3.50783,0.000255319,-6.73844,-7.40952,+
dct-16,-1.85062,1.74458,D4YWC3;Q9XX57,D4YWC3;Q9XX57,,51;62,1,19.9255,21.2079,20.7915,19.7067,22.4649,22.989,20.9466,22.6336,1.74458,0.00370996,-1.85062,-3.22577,+
dct-16,-5.99241,4.54681,D4YWC3;Q9XX57,D4YWC3;Q9XX57,,59;70,1,20.6749,19.2268,21.3645,19.768,25.8466,25.8495,26.585,26.7227,4.54681,0,-5.99241,-11.3238,+
dct-16,-4.85877,3.26838,D4YWC3;Q9XX57,D4YWC3;Q9XX57,,68;79,0.943327,19.5703,20.7599,18.7343,19.4895,23.2705,23.6943,25.44,25.5842,3.26838,0.000334278,-4.85877,-6.69425,+
dct-16,-5.19307,3.85159,D4YWC3;Q9XX57,D4YWC3;Q9XX57,,69;80,1,20.5029,18.008,19.7139,19.4237,23.8391,24.4358,24.8236,25.3222,3.85159,0.000251256,-5.19307,-8.54678,+
larp-1,-1.29817,0.778959,D5MCN2,D5MCN2,La-related protein 1,642,1,19.6774,17.7611,20.4562,18.0478,20.5319,20.6526,18.8036,21.1469,0.778959,0.0485583,-1.29817,-1.57486,+
sup-26,-1.58675,1.67527,D5MCQ2,D5MCQ2;D5MCQ6;D5MCQ9;D5MCQ3;Q21900;D5MCQ5;D5MCQ1;Q7JMB8;D5MCQ7;D5MCR4;D5MCR3;D5MCQ4;D5MCR5;D5MCQ8,,258;258;258;258;258;258;232;232;232;299;299;194;194;194,1,20.3431,18.836,20.4494,18.8296,20.5478,21.5307,21.1328,21.5937,1.67527,0.00445612,-1.58675,-3.09981,+
,-1.98448,2.2263,O17698,O17698;D5MCU1,,246;249,1,20.5043,18.6634,19.8905,18.8026,20.9375,21.6223,21.4829,21.7561,2.2263,0.00149646,-1.98448,-4.16084,+
mdt-9,-1.91481,1.04169,D5SGZ9,D5SGZ9,,55,1,17.2061,18.8926,21.3559,19.6515,21.5205,21.2703,20.0471,21.9273,1.04169,0.0227998,-1.91481,-2.01243,+
mdt-9,-1.12364,1.541,D5SGZ9,D5SGZ9,,7,1,19.0659,20.1856,20.0463,20.0782,20.9487,21.4707,20.1499,21.3013,1.541,0.00646457,-1.12364,-2.86074,+
mdt-9,-1.31509,0.640462,D5SGZ9,D5SGZ9,,3,1,18.409,17.3312,20.374,21.2649,21.8157,20.2852,20.0402,20.4983,0.640462,0.0770866,-1.31509,-1.33973,
nstp-10;C50F4.14,-1.3568,0.705989,D6R8W5,D6R8W5;Q968A5,GDP-fucose transporter,331;345,0.971612,16.9145,21.0671,19.7902,19.9898,20.3161,20.9842,20.3432,21.5452,0.705989,0.060768,-1.3568,-1.45168,
math-38,3.42898,4.31532,D6VPA0,D6VPA0,,272,1,24.254,24.451,25.0909,24.6364,21.2065,21.7627,21.3279,20.4193,4.31532,0,3.42898,10.3201,+
,-0.778179,1.38209,D7SFI3,D7SFI3,,84,0.571039,22.702,23.4507,23.2884,23.3957,24.4316,23.9425,23.3125,24.263,1.38209,0.00876707,-0.778179,-2.58505,+
gsto-1,-5.86968,3.66406,D7SFI3;P34345,D7SFI3;P34345,Glutathione transferase omega-1,114;110,0.999999,19.3464,18.8299,21.5682,19.7615,26.227,24.6542,25.4407,26.663,3.66406,0.0002079,-5.86968,-7.90932,+
,0.342375,0.18067,D7SFI3,D7SFI3,,13,1,24.8431,24.5372,24.736,23.4621,24.5447,23.395,22.6072,25.6621,0.18067,0.44101,0.342375,0.463009,
,-2.15322,1.55658,D7SFP5,D7SFP5;O02335;C6KRN3,Protein YIPF,20;37;45,1,17.316,19.3453,20.5723,18.9186,21.7262,20.711,20.5624,21.7654,1.55658,0.00631297,-2.15322,-2.88816,+
,-4.0856,2.14918,D7SFP5,D7SFP5;O02335;C6KRN3,Protein YIPF,70;87;95,1,18.7795,20.3703,21.4042,17.575,23.706,22.1909,23.5963,24.9782,2.14918,0.0016274,-4.0856,-4.00322,+
cup-5,2.92126,4.0822,D7UU24,D7UU24;H2KYK0;Q8WSP3;H2KYJ9;Q8T666,,368;390;368;368;372,1,25.0775,24.6164,24.0163,23.8831,21.4357,21.5622,21.1154,21.7949,4.0822,0.000323625,2.92126,9.3915,+
cup-5,-1.53945,1.36566,D7UU24,D7UU24;H2KYK0;Q8WSP3;H2KYJ9;Q8T666,,370;392;370;370;374,0.597603,18.4199,20.8181,18.6748,18.992,21.117,20.5229,21.2674,20.1553,1.36566,0.00889624,-1.53945,-2.55694,+
myrf-2,-1.87822,1.15092,Q9U3I3,Q9U3I3;D9PTN4;Q8MQ67;G5EF12;D9PTN5,,603;649;652;654;714,0.822115,18.0398,20.4525,21.3886,18.2605,21.8622,21.3348,20.7942,21.663,1.15092,0.0161937,-1.87822,-2.1944,+
snx-6,-3.19689,3.45254,D9PTP5,D9PTP5;D9PTP7;D9PTP6,,209;79;112,0.5,18.3186,17.5463,17.6194,18.7692,21.4337,21.7804,21.5345,20.2924,3.45254,0.000240803,-3.19689,-7.23908,+
snx-6,-1.53127,0.935132,D9PTP5,D9PTP5;D9PTP7;D9PTP6,,210;80;113,0.5,20.3473,21.8027,19.0192,18.0245,21.5166,20.873,21.4638,21.4654,0.935132,0.0304324,-1.53127,-1.83544,+
snx-6,-2.41278,1.10901,D9PTP5,D9PTP5;D9PTP7;D9PTP6,,190;60;93,0.999992,16.8164,16.7269,20.5958,20.2593,21.3184,21.5273,19.7784,21.4255,1.10901,0.0185141,-2.41278,-2.12446,+
