geneName,log2FC,pvalue,ProteinAccessions,,ProteinDescriptions,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04,log2 N2_d5_01,log2 N2_d5_02,log2 N2_d5_03,log2 N2_d5_04, -Log.p.value,Student's T-test q-value N2_d10_N2_d5,log2FC,Student's T-test Test statistic N2_d10_N2_d5,Sign p-val: 0.05 
ttr-34,-0.69977,1.7961,A3FPK9,,TransThyretin-Related family domain,14.142,14.4011,14.2462,14.9528,15.3741,15.2588,14.908,15.0004,1.7961,0.00223099,-0.69977,-3.32062,+
"CELE_Y49E10,29",3.17762,5.74249,A3FPL3,,Uncharacterized protein,14.3041,14.38,14.4774,14.8269,11.3481,11.0248,11.2461,11.6589,5.74249,0,3.17762,18.1355,+
cnnm-1,4.30914,6.04004,A3QM97,,Metal transporter cnnm-1,16.0608,15.1779,15.6514,15.8142,11.411,11.2274,11.1961,11.6333,6.04004,0,4.30914,20.3623,+
col-138,2.44142,2.09301,A3QM98,,COLlagen,18.6385,18.8246,19.4709,19.2545,15.8591,16.851,15.5253,18.1874,2.09301,0.000769231,2.44142,3.89049,+
oac-59,1.17837,3.08116,A3QMB6,,O-ACyltransferase homolog,14.2271,14.3903,14.249,14.3717,12.6418,13.3357,13.0564,13.4907,3.08116,5.67E-05,1.17837,6.17429,+
"C42C1,8",2.73433,1.5566,A3QMB7,,Uncharacterized protein,15.253,15.5304,15.5021,18.6603,14.9245,13.3711,12.8346,12.8782,1.5566,0.00409788,2.73433,2.88819,+
"C42C1,11;AP-1",0.965393,2.37158,A3QMC2;G5EFT4,,Uncharacterized protein;Aminopeptidase-1,15.4008,15.534,15.8288,16.2848,14.9792,14.5922,14.6963,14.9191,2.37158,0.000439526,0.965393,4.46716,+
rpl-34,-0.308832,0.344718,A3QMC5,,"Ribosomal Protein, Large subunit",17.3861,17.2681,16.3446,18.1643,17.6606,17.6059,17.3454,17.7866,0.344718,0.19217,-0.308832,-0.803844,
erl-1,0.506748,0.908171,A3QMC6,,ERLin (ER lipid raft associated protein) homolog,15.7318,15.4876,15.4696,16.0848,15.7521,14.6672,14.9154,15.4121,0.908171,0.0296233,0.506748,1.79062,+
tag-335,-0.115078,0.352738,A3QMC8,,Mannose-1-phosphate guanyltransferase beta,14.2674,13.8168,14.0557,14.0625,14.3896,13.9228,14.0622,14.2881,0.352738,0.186218,-0.115078,-0.819408,
fbxa-6,0.604715,1.55618,A4F303,,F-box A protein,14.2727,14.1395,14.314,14.919,13.7188,13.7581,13.604,14.1455,1.55618,0.00409544,0.604715,2.88746,+
"CELE_cTel55X,1",0.892743,1.34949,A4F305;H2KY55,,Uncharacterized protein,14.4315,13.7603,14.3592,15.0578,13.1924,13.9341,13.8821,13.0292,1.34949,0.0079662,0.892743,2.52932,+
"C44C10,9",3.68021,4.55943,A4UVK2,,Uncharacterized protein,16.9396,16.6029,16.3646,17.5186,13.5845,13.4246,12.6757,13.02,4.55943,0,3.68021,11.381,+
"CELE_F14D7,12",0.184298,0.281921,A4UVK9,,Uncharacterized protein,14.4169,14.4439,13.7384,14.8879,14.2732,14.205,13.8225,14.4493,0.281921,0.24746,0.184298,0.678936,
"CELE_D1086,17",3.2026,5.78461,A4UVL1,,Uncharacterized protein,14.4628,14.4112,14.2741,14.84,11.1719,11.1497,11.1886,11.6674,5.78461,0,3.2026,18.4357,+
"CELE_W06G6,15;CELE_Y70C5B,2",3.488,4.75669,A4UVL9;G5EG48,,Uncharacterized protein,14.3863,14.4106,14.1874,15.09,10.9531,10.6088,10.9725,11.5879,4.75669,0,3.488,12.3108,+
"CELE_Y71F9AR,4",1.24761,2.68245,A4UZ35,,Uncharacterized protein,14.3003,14.3656,14.1799,15.1433,13.1568,13.1195,13.168,13.5543,2.68245,0.000232044,1.24761,5.16846,+
"CELE_Y47G6A,33",-1.94958,2.2026,A5A8P5,,Uncharacterized protein,14.0678,13.8568,14.8909,13.7311,15.6643,15.3177,17.1308,16.2322,2.2026,0.000654953,-1.94958,-4.11205,+
"CELE_ZK813,7",1.95825,2.3931,A5HU91,,Uncharacterized protein,19.9048,21.3434,20.9199,21.4929,19.179,19.4707,18.3275,18.8508,2.3931,0.000385138,1.95825,4.51364,+
"CELE_T28A11,2",3.6676,5.14087,A5HU97,,Uncharacterized protein,19.7567,19.4839,19.8566,20.3092,16.073,15.7607,16.2293,16.6729,5.14087,0,3.6676,14.3292,+
guk-1,0.951942,2.79672,A5HU98;P91425,,GUanylate Kinase,16.549,17.1327,17.1646,17.1503,16.18,16.2084,15.9688,15.8316,2.79672,0.00018279,0.951942,5.44362,+
"CELE_Y53C10A,6",2.70207,4.91647,A5HWA4;Q9XW51,,Uncharacterized protein,14.3978,14.3847,14.2994,13.8544,11.3442,11.2562,11.979,11.5487,4.91647,0,2.70207,13.1153,+
"CELE_Y48C3A,18",2.96057,5.8782,A5HWA9;G2HK06;Q9NAF8,,Uncharacterized protein,14.4792,14.3649,14.0998,14.5937,11.4874,11.2284,11.2632,11.7162,5.8782,0,2.96057,19.1201,+
"CELE_Y39B6A,3",1.03687,1.58554,A5HWB2;Q9NES9,,Uncharacterized protein,13.9212,14.3806,14.4219,15.1674,13.5762,14.0513,13.1339,12.9822,1.58554,0.00359457,1.03687,2.93936,+
dab-1,0.787714,1.08541,A5JYR4;Q8I4G9;Q8I4H0;Q9U3A6,,DAB (Drosophila disabled) homolog,14.8271,14.2647,15.8807,15.1402,14.1127,14.3318,13.8559,14.6614,1.08541,0.0174474,0.787714,2.08515,+
"CELE_F25H8,1",0.952842,2.72366,A5JYS8;Q19789,,Uncharacterized protein,14.2443,14.3088,14.3442,14.1746,12.9333,13.4584,13.7355,13.1334,2.72366,0.000195122,0.952842,5.26654,+
swsn-9,-0.328588,0.242758,A5JYT2;Q17581,,SWI/SNF nucleosome remodeling complex component,14.5044,13.1219,14.1506,14.9601,14.7328,14.059,13.7612,15.4984,0.242758,0.293327,-0.328588,-0.597854,
"CELE_ZC434,7",0.907454,1.40542,A5JYU1,,Uncharacterized protein,13.8976,14.4276,14.0451,15.0324,13.3508,13.2611,13.0395,14.1214,1.40542,0.00663161,0.907454,2.6251,+
rad-50,1.74545,0.83539,A5JYU5;O44199,,Uncharacterized protein;DNA repair protein rad-50,14.0474,14.4321,14.173,14.6315,12.3686,14.7136,13.4037,9.81631,0.83539,0.0367808,1.74545,1.66936,+
"C25F9,11",3.50731,2.1652,A5JYW3,,Uncharacterized protein,17.6768,17.0138,15.8545,19.0372,14.2888,13.252,12.746,15.2662,2.1652,0.000671318,3.50731,4.03569,+
sin-3,1.80632,1.77734,A5JYW9,,Paired amphipathic helix protein sin-3,17.9372,18.0293,17.74,16.5773,15.1462,15.0276,16.9016,15.9831,1.77734,0.00228094,1.80632,3.28597,+
hmp-1,-0.00243402,0.00194141,A5JYX3;I7J4D2;I7K4K5;I7LFF2;P90947,,HuMPback (Dorsal lumps);HuMPback (Dorsal lumps);HuMPback (Dorsal lumps);HuMPback (Dorsal lumps);Alpha-catenin-like protein hmp-1,16.2607,15.5756,15.7103,17.1084,16.6114,16.1213,15.5416,16.3904,0.00194141,0.989879,-0.00243402,-0.00582692,
dhs-3,0.341958,0.503344,A5JYX4,,"DeHydrogenases, Short chain",16.1222,17.1768,16.7072,17.5146,16.3443,16.5117,16.6057,16.6913,0.503344,0.108563,0.341958,1.09924,
nra-2,1.54572,2.00557,A5JYX8;O18033,,Nicalin,15.692,16.2532,15.8641,17.5102,14.6302,14.7245,14.8715,14.9103,2.00557,0.00118601,1.54572,3.71827,+
"CELE_Y37H2A,14",2.16243,2.44773,A5PEY0,,Uncharacterized protein,16.3432,17.7678,16.7697,16.901,15.1477,14.3453,14.0399,15.5989,2.44773,0.000381811,2.16243,4.63294,+
"CELE_F27E5,7",-0.82267,1.74025,A5Z2S2,,Uncharacterized protein,14.2618,14.3444,13.9971,14.8109,15.2246,15.1412,14.7026,15.6364,1.74025,0.00242055,-0.82267,-3.21784,+
saps-1,0.940377,0.859666,A5Z2S4;B2D6K9;Q18696,,SAPS (Phosphatase associated) domain protein,14.0547,14.2941,16.4338,14.4957,13.7714,13.9218,13.7667,14.057,0.859666,0.0342385,0.940377,1.70987,+
"CELE_ZK809,8",1.64498,2.42894,A5Z2S9,,Uncharacterized protein,14.2695,12.9083,14.119,13.8433,11.606,12.2727,12.202,12.4795,2.42894,0.000392029,1.64498,4.59169,+
"CELE_D1081,7",1.58367,2.92814,A5Z2T6,,Uncharacterized protein,14.3655,14.2836,14.2186,14.6125,13.3906,12.1633,12.6221,12.9695,2.92814,0.000133751,1.58367,5.7728,+
aph-2,1.33971,2.39163,A5Z2T7;Q23316,,Uncharacterized protein;Nicastrin,14.4661,13.9806,14.3874,13.5701,12.7342,12.2502,12.7658,13.2952,2.39163,0.000384523,1.33971,4.51044,+
"CELE_F15B9,10",3.14702,4.15146,A5Z2T9;I2HA81,,Uncharacterized protein,16.8455,17.0401,17.0017,18.2177,13.942,14.2609,14.0652,14.2488,4.15146,0,3.14702,9.65922,+
"C27A7,5",1.00711,0.4841,A5Z2U5;A5Z2U6;P90758;Q9U3P0,,Uncharacterized protein,14.2037,14.2535,14.2594,15.0751,11.4729,13.152,13.2071,15.9312,0.4841,0.115685,1.00711,1.06458,
"CELE_F30A10,13",-0.18905,0.288779,A5Z2U8;Q2XMZ1,,Uncharacterized protein,14.3055,14.4426,13.4924,14.4603,14.2622,14.0627,14.3729,14.7592,0.288779,0.240963,-0.18905,-0.692863,
"CELE_F30A10,14",3.30755,5.76587,A5Z2U9,,Uncharacterized protein,18.5721,18.008,18.6024,18.7602,15.3249,15.077,15.024,15.2866,5.76587,0,3.30755,18.3016,+
"C04H5,7",0.808924,1.21721,A5Z2V2,,Uncharacterized protein,14.157,14.3245,14.4457,14.2892,14.225,13.9455,12.8637,12.9466,1.21721,0.0121375,0.808924,2.30546,+
"C13B4,1",0.721389,0.457835,A5Z2V3;O45247,,Uncharacterized protein,13.3297,13.8143,14.4396,15.0292,14.3359,11.9927,12.8729,14.5257,0.457835,0.12623,0.721389,1.01683,
"CELE_F02E9,10",1.08182,2.58799,A5Z2V7,,Uncharacterized protein,15.6673,15.4918,15.6503,15.7946,14.5463,14.4202,14.1601,15.15,2.58799,0.000302684,1.08182,4.94831,+
"CELE_R13H4,2",-1.04367,1.23629,A5Z2W3,,Uncharacterized protein,14.1632,14.0152,13.9331,15.0071,15.1472,14.348,15.9832,15.8149,1.23629,0.0114082,-1.04367,-2.33756,+
"CELE_ZK228,4",-0.144369,0.137692,A5Z2W6;K8FDY8;O46010,,Uncharacterized protein,13.784,13.6488,14.391,15.1275,14.2064,14.0838,14.2406,14.998,0.137692,0.481319,-0.144369,-0.364064,
"CELE_K02B7,3",1.64303,4.04874,A5Z2W7;O45637,,Uncharacterized protein,18.5571,19.1433,18.726,18.8657,17.0013,16.9305,17.4535,17.3347,4.04874,0,1.64303,9.26456,+
nuo-3,-0.94478,1.73422,A5Z2X2,,NADH Ubiquinone Oxidoreductase,14.3211,14.2314,14.4559,15.1531,15.9131,15.5007,14.9215,15.6052,1.73422,0.00245133,-0.94478,-3.20682,+
"C44E4,5",1.97998,3.82377,A6PVA1,,Uncharacterized protein,16.0339,16.004,15.7184,16.2394,13.4863,14.0119,14.5029,14.0746,3.82377,0,1.97998,8.44949,+
"CELE_F49E2,2",1.24597,2.0198,A6ZJ46;Q20621,,Uncharacterized protein,16.9516,15.8337,16.3127,16.9454,15.1251,15.1949,14.9224,15.817,2.0198,0.00105461,1.24597,3.74603,+
"T07A5,7",7.29181,5.82369,A6ZJ55,,"Uncharacterized protein T07A5,7",18.8922,18.1141,18.0676,19.6482,11.4423,11.1743,11.2672,11.671,5.82369,0,7.29181,18.7185,+
"CELE_T04F8,7",3.27331,4.77951,A6ZJ59;Q22166,,Uncharacterized protein,17.2409,16.9135,17.3461,16.6587,14.102,14.1595,13.3515,13.4529,4.77951,0,3.27331,12.4228,+
"gpb5;CELE_T23B12,8",2.99991,4.01188,A7DT38;G5EEJ3,,Putative glycoprotein hormone-beta5;Glycoprotein hormone beta 5,14.5027,13.486,14.2612,14.8979,11.4447,11.0988,11.0074,11.5973,4.01188,0,2.99991,9.12646,+
"CELE_F49D11,10",1.2053,1.44444,A7DT40,,Uncharacterized protein,15.1902,15.7259,15.1396,17.0037,14.4571,14.3022,14.6854,14.7936,1.44444,0.00586944,1.2053,2.69238,+
oxy-5,-3.88692,5.1259,A7DT45,,Uncharacterized protein,14.114,14.1387,14.0786,14.9661,18.4646,18.2708,17.7188,18.3908,5.1259,0,-3.88692,-14.245,+
mrg-1,1.90543,2.60035,A7DTF0;Q9XWW2,,MRG (Mortality factor-Related Gene) related,17.029,16.9183,17.5271,18.5742,15.661,15.4692,15.5499,15.747,2.60035,0.000304021,1.90543,4.97676,+
obr-1,3.17062,4.94149,A7DTF2;G2HK04;Q95Q23;Q9U2C7,,Oxysterol-binding protein,14.3501,14.2005,14.257,15.0693,11.4452,11.1996,10.9888,11.5608,4.94149,0,3.17062,13.2457,+
igcm-3,-0.0791955,0.0632877,A7LPD6;Q22096,,ImmunoGlobulin-like Cell adhesion Molecule family,14.5102,14.3944,14.3733,15.0574,14.8029,13.817,14.2832,15.749,0.0632877,0.715794,-0.0791955,-0.178247,
unc-16,1.22648,1.12548,A7LPE4;C0P271;P34609,,Uncharacterized protein;Uncharacterized protein;JNK-interacting protein,14.6116,14.9428,14.1768,16.0579,12.5929,14.2998,14.3115,13.6789,1.12548,0.0155295,1.22648,2.15193,+
gpdh-2,1.06641,1.77051,A7LPE6;P34517;Q7JMU1,,Glycerol-3-phosphate dehydrogenase [NAD(+)];Probable glycerol-3-phosphate dehydrogenase 2;Glycerol-3-phosphate dehydrogenase [NAD(+)],18.779,19.1198,19.2772,20.1526,18.375,18.5566,17.8789,18.2525,1.77051,0.0023033,1.06641,3.27338,+
sly-1,0.160438,0.158857,A7LPF3;Q20364,,SLY1 homolog,14.2057,15.8866,15.4657,14.6305,15.0145,14.9461,14.8569,14.7293,0.158857,0.433108,0.160438,0.413441,
"B0393,9",-0.408113,1.38076,A7LPF5,,Uncharacterized protein,14.1744,14.2543,14.4518,14.6376,14.5593,15.0219,14.6072,14.962,1.38076,0.00721224,-0.408113,-2.58278,+
cisd-1,1.8513,2.65591,A7LPG5;Q5FC71,,CDGSH Iron Sulfur Domain protein homolog,20.5226,19.4723,19.6272,20.8033,18.4001,17.7913,18.4195,18.4092,2.65591,0.000288435,1.8513,5.10596,+
"CELE_F09E8,2",1.58765,2.3148,A7LPH5,,Uncharacterized protein,16.4812,16.1217,16.1351,17.643,15.0054,14.9074,14.9185,15.1991,2.3148,0.000499034,1.58765,4.34592,+
lsy-22,-0.233395,0.266961,A7LPI4;Q93616,,Uncharacterized protein,13.6636,14.0056,14.445,14.8512,14.3713,14.4334,13.9431,15.1512,0.266961,0.262646,-0.233395,-0.648282,
"C24H11,5",1.97341,1.83854,A7LPI7,,Uncharacterized protein,14.5029,13.9383,14.1618,15.1105,11.589,13.659,12.9947,11.5771,1.83854,0.00188197,1.97341,3.3996,+
"CELE_F10A3,17",3.37197,3.95186,A7LPJ5,,Uncharacterized protein,17.9344,18.8143,18.7017,17.803,15.2377,14.1142,15.1789,15.2347,3.95186,0,3.37197,8.90547,+
pnc-1,1.07983,1.40296,A7WK39;Q9N426,,Pyrazinamidase and NiCotinamidase,15.9551,15.7123,15.8519,17.2375,15.2759,14.5904,14.9831,15.5881,1.40296,0.00672452,1.07983,2.62086,+
"CELE_Y94H6A,12",0.419293,0.659355,A7WK43,,Uncharacterized protein,14.2524,14.4438,14.2535,14.7731,14.6888,13.9926,13.319,14.0453,0.659355,0.0638711,0.419293,1.37216,
"CELE_F56C9,6",0.0261512,0.0256213,A8WFF4;H2KY87;H2KY89,,Uncharacterized protein,14.1626,14.2703,14.4654,15.083,14.1465,15.1786,14.6447,13.9069,0.0256213,0.875802,0.0261512,0.0749235,
"CELE_T28D9,4;T28D9,4",1.47674,2.38237,A8WFI3;Q10023,,"Uncharacterized protein;Uncharacterized protein T28D9,4",15.784,15.996,15.898,14.9872,14.5185,13.9334,13.6613,14.6451,2.38237,0.000416369,1.47674,4.49044,+
"C28G1,5",2.2007,4.08294,A8WFJ8,,Uncharacterized protein,15.8712,15.2782,16.1312,16.3225,13.7689,13.5299,13.7634,13.7381,4.08294,0,2.2007,9.39432,+
gpx-7,4.39861,1.48514,A8WFK6,,Glutathione peroxidase,17.2533,17.2247,17.6494,20.3028,17.5711,14.042,11.4599,11.7626,1.48514,0.00520537,4.39861,2.763,+
"CELE_F41D9,2",1.57964,3.19482,A8WFM5;H2KZN7,,Uncharacterized protein,17.081,17.2559,16.4813,16.7586,14.8485,15.3133,15.4241,15.6724,3.19482,6.05E-05,1.57964,6.48603,+
"CELE_T04F8,8",-0.589717,0.448431,A8WHM5;Q22168,,Uncharacterized protein,13.5245,14.2877,14.3313,15.0935,15.7096,14.9384,13.4929,15.4548,0.448431,0.130114,-0.589717,-0.999598,
"CELE_ZK856,16",-1.11651,1.22423,A8WHN5,,Uncharacterized protein,14.2785,14.1676,14.1121,14.2561,15.1809,15.3016,14.2294,16.5685,1.22423,0.0119761,-1.11651,-2.31726,+
"CELE_F23B12,4",1.12482,1.50341,A8WHS3,,Uncharacterized protein,14.2737,13.491,14.0608,14.818,13.9083,12.6464,12.8699,12.7196,1.50341,0.00494373,1.12482,2.79486,+
"CELE_K09A9,6",2.17869,3.9044,A8WHT8;A8WHT9;G5EEF4,,Uncharacterized protein,14.4367,14.1244,14.2327,14.6101,12.1615,12.4953,11.5399,12.4925,3.9044,0,2.17869,8.7341,+
"CELE_H14N18,4",3.25573,5.09922,A8WIT0;H2L0B7,,Uncharacterized protein,14.1973,14.4298,14.4162,14.9811,11.0328,11.2223,11.0364,11.7101,5.09922,0,3.25573,14.0961,+
"CELE_T12B5,15",2.74918,4.07003,A8WJ47,,Uncharacterized protein,13.727,14.0866,13.7978,14.9127,11.3657,11.1951,11.2648,11.7018,4.07003,0,2.74918,9.34518,+
"CELE_Y17G7B,20",0.537182,1.40526,A8XJ46;A8XJ47;H2KMJ1;H2KMJ2;Q8I4E8,,Uncharacterized protein,14.5012,14.4252,14.1581,15.0482,14.0756,13.7817,14.1696,13.957,1.40526,0.00662971,0.537182,2.62482,+
"CELE_E01A2,1",1.45539,1.62813,A9CZN9;Q966L2,,Uncharacterized protein,13.8381,14.3663,14.458,15.1609,12.6138,14.1934,12.6726,12.5219,1.62813,0.00322474,1.45539,3.01517,+
"CELE_T02H6,1",1.41548,2.04306,A9D0C6,,Uncharacterized protein,15.4719,15.4694,14.3078,16.047,13.975,13.7147,13.8629,14.0815,2.04306,0.000838642,1.41548,3.79163,+
"CELE_Y37E3,11",2.28349,2.04807,A9D2X7;Q9BKU2;X5LPX5,,Uncharacterized protein,17.6489,17.3456,16.8659,18.9839,16.4862,15.1082,14.6326,15.4832,2.04807,0.000839229,2.28349,3.80148,+
"CELE_M03F8,3",3.14386,3.58485,A9D4S6;O16376,,Uncharacterized protein,16.0659,16.7486,16.4387,17.3221,13.8431,14.0846,13.4157,12.6564,3.58485,0,3.14386,7.6525,+
"CELE_F55B12,10",0.245574,0.310965,A9QY28,,Uncharacterized protein,13.7134,14.276,14.3275,14.9343,14.0504,14.5195,14.2264,13.4726,0.310965,0.220102,0.245574,0.737418,
pptr-2,1.57868,1.90467,A9UJN4;H9G2X3;Q17948,,Protein Phosphatase 2A (Two A) Regulatory subunit,15.6053,15.235,16.1117,17.0864,14.9798,14.4007,14.3091,14.0341,1.90467,0.0015629,1.57868,3.52422,+
"maph-1,2",1.74692,4.37987,A9UJN7,,Microtubule-Associated Protein Homolog,17.7639,17.7668,17.9786,17.9028,16.305,15.8908,15.7928,16.4358,4.37987,0,1.74692,10.5915,+
"CELE_K09G1,1",2.73084,3.79743,A9UJP1;D9N146;D9N147,,Uncharacterized protein,15.4568,14.9218,15.7713,14.5128,12.2552,12.8451,12.5611,12.0781,3.79743,0,2.73084,8.35827,+
"B0303,7",1.54174,1.6073,A9Z1J8;P34258,,"Uncharacterized protein;Uncharacterized protein B0303,7",16.0238,16.6028,16.0195,18.1105,15.59,15.0902,14.845,15.0644,1.6073,0.00344647,1.54174,2.97801,+
"C23H3,3",1.14405,1.99323,A9Z1L6,,Uncharacterized protein,14.1985,14.3202,14.3127,14.9337,13.7357,12.6212,13.1505,13.6813,1.99323,0.0011815,1.14405,3.69426,+
"C17C3,1",-0.371366,1.0336,B0M0L9;H2KYT6;Q9BIA9,,Uncharacterized protein,13.4423,13.9603,13.8516,14.132,13.8795,14.3428,14.2842,14.3652,1.0336,0.0201358,-0.371366,-1.999,+
glna-1,3.1082,4.63034,B0M0N9;B0M0P0;B6VQ90;H2L2H2;H2L2H3;U4PRW7,,GLutamiNAse,14.3541,13.9953,14.388,15.0647,11.4708,11.0175,11.2093,11.6717,4.63034,0,3.1082,11.7074,+
"CELE_Y61A9LA,11",0.960685,1.35,B1GRJ8;H2L073,,Uncharacterized protein,14.3257,14.377,14.3595,15.081,13.5688,12.7531,13.5933,14.3852,1.35,0.00791998,0.960685,2.53018,+
"CELE_F41E6,5",1.74728,3.05145,B1GRK5;O16457,,Uncharacterized protein,14.2534,14.0422,13.6868,14.5821,12.5618,11.7534,12.5495,12.7107,3.05145,5.60E-05,1.74728,6.09475,+
"CELE_T25B2,2",2.744,1.81266,B1GRL0;H2KZ75,,Uncharacterized protein,17.3346,17.1986,16.5998,17.1168,15.2928,12.8713,13.0416,16.0681,1.81266,0.0020748,2.744,3.35135,+
trpp-1,2.94727,4.8571,B1GRL5,,TRansport Protein Particle,14.3979,13.6496,14.3693,14.6734,11.3641,11.1781,11.2525,11.5066,4.8571,0,2.94727,12.8108,+
tsp-10,2.53694,2.29941,B1Q241;H2KYX1,,TetraSPanin family,14.0277,15.3214,15.1808,16.4819,12.3055,12.4856,12.4437,13.6292,2.29941,0.000526882,2.53694,4.3134,+
ugt-26,2.22898,2.92636,B1Q250;H2KYQ0,,UDP-glucuronosyltransferase,18.6183,18.3235,18.6116,19.9792,16.4473,16.645,16.5788,16.9456,2.92636,0.000133612,2.22898,5.76824,+
"C14H10,3",2.59251,4.0517,B1Q254,,Uncharacterized protein,16.1249,16.643,15.5257,16.5495,13.8898,13.7291,13.4312,13.423,4.0517,0,2.59251,9.27575,+
"CELE_D1086,10",-0.974907,1.76816,B1Q273;Q5FC40,,Uncharacterized protein,18.0607,17.3709,18.6051,18.0486,19.3954,19.0315,18.9308,18.6272,1.76816,0.00231923,-0.974907,-3.26904,+
poml-3,2.30825,2.50446,B1V898,,PON (Paraoxonase) and MEC-6 Like,16.4037,16.7078,16.3703,17.7718,14.3338,14.2494,13.8992,15.5383,2.50446,0.000371151,2.30825,4.75889,+
unc-57,1.23532,4.14384,B1V8A0,,Endophilin-A homolog,17.4061,17.3289,17.2885,17.7031,16.209,16.0865,16.051,16.4387,4.14384,0,1.23532,9.62946,+
szy-20,1.60585,1.13721,B2D6L4;D2KT99;G5EEB4;G5EGU9;Q18094;Q565A8;Q9XVV8,,Suppressor of ZYg-1;Suppressor of ZYg-1;SZY-20B;SZY-20A;Suppressor of ZYg-1;Suppressor of ZYg-1;Suppressor of ZYg-1,18.0854,17.5341,15.731,19.0954,16.6646,15.8838,15.7374,15.7368,1.13721,0.0151319,1.60585,2.17151,+
"CELE_T06E4,14",3.13277,5.26067,B2D6L8,,Uncharacterized protein,14.0772,14.4255,14.1114,14.8202,11.3308,10.9042,11.2195,11.4486,5.26067,0,3.13277,15.0201,+
"CELE_F13G3,10",6.20952,5.09536,B2D6L9,,Uncharacterized protein,17.3659,17.0211,18.2661,18.4081,11.3141,11.1449,12.3911,11.3731,5.09536,0,6.20952,14.0747,+
rmd-2,1.60396,2.9824,B2D6P1,,Regulator of Microtubule Dynamics,17.299,17.4412,17.5459,18.4901,16.0437,16.0568,16.1528,16.1071,2.9824,0.000138829,1.60396,5.91284,+
smc-3,1.0916,2.23114,B2FDA8,,Structural maintenance of chromosomes protein 3,15.7577,16.0919,15.5637,16.6309,14.6819,15.0386,15.1898,14.7674,2.23114,0.000623494,1.0916,4.17085,+
ntl-2,-0.122684,0.24068,B2MZA9;Q10923;Q95QZ3;Q95QZ4,,NOT-Like (Yeast CCR4/NOT complex component),14.2249,13.8437,14.0575,14.7123,14.1789,14.4401,14.5377,14.1725,0.24068,0.295654,-0.122684,-0.593473,
gcn-1,1.91785,4.70401,B3CJ34,,GCN (Yeast General Control Nondrepressible) homolog,17.3856,17.6247,17.9469,17.8975,15.752,15.9117,15.9622,15.5573,4.70401,0,1.91785,12.0558,+
urm-1,-0.790806,0.911569,B3CKG1,,Ubiquitin-related modifier 1 homolog,16.6914,18.401,16.5479,17.4519,17.8233,18.1964,17.9227,18.313,0.911569,0.0292467,-0.790806,-1.79627,+
nono-1,2.40514,4.44109,B3GWA1,,"NONO (Conserved nuclear protein, aka PSF) homolog",17.5114,18.125,17.4754,18.319,15.3171,15.5952,15.4526,15.4454,4.44109,0,2.40514,10.8548,+
atf-7,2.91951,2.78624,B3GWA6;Q17801;Q86MD3;Q9U3R1,,ATF (cAMP-dependent transcription factor) family,14.3131,13.3176,13.6268,15.0703,10.2368,11.6118,11.8959,10.9052,2.78624,0.000201161,2.91951,5.41798,+
vps-26,0.653084,5.17539,B3GWB9;L8E6W6;L8E917;O01258,,Related to yeast Vacuolar Protein Sorting factor;Related to yeast Vacuolar Protein Sorting factor;Related to yeast Vacuolar Protein Sorting factor;Vacuolar protein sorting-associated protein 26,15.718,15.7145,15.8663,15.7972,15.0507,15.1223,15.1306,15.18,5.17539,0,0.653084,14.5251,+
ndx-9,-1.34149,2.55254,B3GWC0;Q19427,,NuDiX family;NADH pyrophosphatase,14.1909,14.3049,13.3116,14.5708,15.5459,15.4328,15.3957,15.3698,2.55254,0.000326425,-1.34149,-4.86733,+
"C14F11,4",2.02157,2.54626,B3WFT8,,Uncharacterized protein,18.1428,18.5035,17.6286,19.58,16.5888,16.4148,16.4312,16.3339,2.54626,0.000325581,2.02157,4.85307,+
abts-1,3.18796,4.11028,B3WFV9;G5EC65;G5EDF4,,Anion exchange protein,17.6418,17.0699,17.3032,18.5223,14.6455,14.5903,14.3627,14.1869,4.11028,0,3.18796,9.49923,+
"CELE_ZK858,6",2.89401,4.40791,B3WFW5;Q7YTF9,,Transmembrane 9 superfamily member,17.1198,17.0794,17.4683,18.0421,14.978,14.4906,14.3168,14.3482,4.40791,0,2.89401,10.7114,+
"C41G7,9",-3.39579,3.00308,B3WFW9,,Uncharacterized protein,13.9498,14.2268,14.0189,15.0046,17.5717,16.7591,19.1556,17.2968,3.00308,8.30E-05,-3.39579,-5.9669,+
lin-10,-0.267036,0.716826,B3WFX4;O17583,,Uncharacterized protein;Protein lin-10,14.4045,14.4022,14.3909,15.0847,14.8645,14.6701,14.8594,14.9565,0.716826,0.0535959,-0.267036,-1.47006,
"CELE_M04C9,3",3.33733,3.30977,B3WFY7;P90933,,Uncharacterized protein,14.3633,14.3881,13.8549,14.5373,11.3932,9.55992,11.2762,11.5651,3.30977,0,3.33733,6.8137,+
"C31H5,6",3.16781,5.22673,B3WFZ3,,Uncharacterized protein,14.2445,14.2562,14.4495,15.0169,11.4013,11.1343,11.1502,11.6101,5.22673,0,3.16781,14.8212,+
"CELE_ZK355,8",-0.701364,1.75852,B4DCT1,,Uncharacterized protein,15.3088,15.6173,15.5757,16.25,16.4887,16.4969,16.4243,16.1475,1.75852,0.00232897,-0.701364,-3.25133,+
