geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04,log2 N2_d5_01,log2 N2_d5_02,log2 N2_d5_03,log2 N2_d5_04, -Log.p.value,Student's T-test q-value N2_d15_N2_d5,log2FC,Student's T-test Test statistic N2_d15_N2_d5,Sign p-val: 0.05 ,,
"CELE_H29C22,1",0.922524,1.75634,A2V8C8,Uncharacterized protein,18.1007,18.3741,18.7573,18.4946,17.6766,17.1523,17.0689,18.1387,1.75634,0.01245,0.922524,3.24732,+,,
"CELE_F07G6,10",4.20761,4.85748,A3FPJ3,Uncharacterized protein,16.8309,16.4265,16.4289,16.2402,12.0488,11.8308,12.0437,13.1728,4.85748,0,4.20761,12.8127,+,,
ttr-34,1.08479,1.57307,A3FPK9,TransThyretin-Related family domain,16.0783,16.9299,16.5809,15.2911,15.3741,15.2588,14.908,15.0004,1.57307,0.0186667,1.08479,2.91728,+,,
"CELE_Y49E10,29",0.999994,2.34772,A3FPL3,Uncharacterized protein,12.546,11.825,12.2593,12.6475,11.3481,11.0248,11.2461,11.6589,2.34772,0.00450679,0.999994,4.41598,+,,
cnnm-1,0.945369,2.78404,A3QM97,Metal transporter cnnm-1,12.3462,12.1309,12.0702,12.702,11.411,11.2274,11.1961,11.6333,2.78404,0.00221895,0.945369,5.41259,+,,
col-138,-1.5878,1.20109,A3QM98,COLlagen,15.1857,14.0047,15.1862,15.6949,15.8591,16.851,15.5253,18.1874,1.20109,0.0404786,-1.5878,-2.27841,+,,
oac-59,-0.729913,1.62156,A3QMB6,O-ACyltransferase homolog,12.5654,12.0116,12.3039,12.7241,12.6418,13.3357,13.0564,13.4907,1.62156,0.0166367,-0.729913,-3.00342,+,,
"C42C1,8",0.824943,0.806468,A3QMB7,Uncharacterized protein,14.1514,14.0329,14.5125,14.6115,14.9245,13.3711,12.8346,12.8782,0.806468,0.10187,0.824943,1.62099,,,
"C42C1,11;AP-1",0.324543,1.67683,A3QMC2;G5EFT4,Uncharacterized protein;Aminopeptidase-1,15.1013,15.2668,15.0298,15.087,14.9792,14.5922,14.6963,14.9191,1.67683,0.0148794,0.324543,3.10261,+,,
rpl-34,0.095582,0.129751,A3QMC5,"Ribosomal Protein, Large subunit",17.1815,18.1909,17.3123,18.0959,17.6606,17.6059,17.3454,17.7866,0.129751,0.655923,0.095582,0.345183,,,
erl-1,0.748878,1.03974,A3QMC6,ERLin (ER lipid raft associated protein) homolog,16.0579,15.7364,15.3049,16.6432,15.7521,14.6672,14.9154,15.4121,1.03974,0.0584641,0.748878,2.00919,,,
tag-335,-0.18958,0.294879,A3QMC8,Mannose-1-phosphate guanyltransferase beta,14.044,14.2656,14.3359,13.2588,14.3896,13.9228,14.0622,14.2881,0.294879,0.395997,-0.18958,-0.705188,,,
fbxa-6,-1.39369,3.92563,A4F303,F-box A protein,12.4653,12.1923,12.3116,12.6824,13.7188,13.7581,13.604,14.1455,3.92563,0.000311526,-1.39369,-8.81039,+,,
"CELE_cTel55X,1",0.637372,0.877782,A4F305;H2KY55,Uncharacterized protein,13.4839,14.3274,14.8188,13.9572,13.1924,13.9341,13.8821,13.0292,0.877782,0.086022,0.637372,1.74005,,,
"C44C10,9",1.60589,2.76193,A4UVK2,Uncharacterized protein,14.9181,14.257,14.6569,15.2964,13.5845,13.4246,12.6757,13.02,2.76193,0.00228096,1.60589,5.35879,+,,
"CELE_F14D7,12",-1.7467,3.9984,A4UVK9,Uncharacterized protein,12.4819,12.1352,12.344,12.8021,14.2732,14.205,13.8225,14.4493,3.9984,0.000338983,-1.7467,-9.07643,+,,
"CELE_D1086,17",1.0258,2.87076,A4UVL1,Uncharacterized protein,12.1066,12.1904,12.2786,12.7052,11.1719,11.1497,11.1886,11.6674,2.87076,0.00202752,1.0258,5.62736,+,,
"CELE_W06G6,15;CELE_Y70C5B,2",2.67138,3.74112,A4UVL9;G5EG48,Uncharacterized protein,14.3447,13.8129,13.521,13.1292,10.9531,10.6088,10.9725,11.5879,3.74112,0.000494624,2.67138,8.16614,+,,
"CELE_Y71F9AR,4",-0.880886,2.50079,A4UZ35,Uncharacterized protein,12.476,11.9945,12.2783,12.7263,13.1568,13.1195,13.168,13.5543,2.50079,0.00329966,-0.880886,-4.75066,+,,
"CELE_Y47G6A,33",0.44612,0.387588,A5A8P5,Uncharacterized protein,15.8908,16.1113,17.0054,17.122,15.6643,15.3177,17.1308,16.2322,0.387588,0.302708,0.44612,0.886142,,,
"CELE_ZK813,7",0.177332,0.257076,A5HU91,Uncharacterized protein,18.7557,19.408,19.1065,19.2671,19.179,19.4707,18.3275,18.8508,0.257076,0.444452,0.177332,0.627816,,,
"CELE_T28A11,2",1.7436,3.60863,A5HU97,Uncharacterized protein,18.0505,17.75,17.6999,18.21,16.073,15.7607,16.2293,16.6729,3.60863,0.000699301,1.7436,7.72885,+,,
guk-1,-0.0106723,0.0177505,A5HU98;P91425,GUanylate Kinase,16.1879,16.0291,15.5349,16.3943,16.18,16.2084,15.9688,15.8316,0.0177505,0.944236,-0.0106723,-0.0523464,,,
"CELE_Y53C10A,6",0.796574,2.29007,A5HWA4;Q9XW51,Uncharacterized protein,12.4888,12.1897,12.15,12.4858,11.3442,11.2562,11.979,11.5487,2.29007,0.00494729,0.796574,4.29374,+,,
"CELE_Y48C3A,18",0.933937,2.42319,A5HWA9;G2HK06;Q9NAF8,Uncharacterized protein,12.5283,12.0756,12.0739,12.7532,11.4874,11.2284,11.2632,11.7162,2.42319,0.00385245,0.933937,4.57911,+,,
"CELE_Y39B6A,3",0.400486,0.595371,A5HWB2;Q9NES9,Uncharacterized protein,13.8119,13.3581,13.8069,14.3687,13.5762,14.0513,13.1339,12.9822,0.595371,0.173068,0.400486,1.26172,,,
dab-1,0.158998,0.112195,A5JYR4;Q8I4G9;Q8I4H0;Q9U3A6,DAB (Drosophila disabled) homolog,13.7589,13.3627,15.0522,15.4241,14.1127,14.3318,13.8559,14.6614,0.112195,0.693464,0.158998,0.302706,,,
"CELE_F25H8,1",0.486776,1.18287,A5JYS8;Q19789,Uncharacterized protein,14.0337,13.4524,13.9045,13.8171,12.9333,13.4584,13.7355,13.1334,1.18287,0.0424477,0.486776,2.24786,+,,
swsn-9,-0.034925,0.0247476,A5JYT2;Q17581,SWI/SNF nucleosome remodeling complex component,14.0027,13.955,14.9507,15.0034,14.7328,14.059,13.7612,15.4984,0.0247476,0.923116,-0.034925,-0.0724353,,,
"CELE_ZC434,7",0.226989,0.19939,A5JYU1,Uncharacterized protein,13.476,12.7689,13.8219,14.614,13.3508,13.2611,13.0395,14.1214,0.19939,0.525348,0.226989,0.504581,,,
rad-50,-0.113869,0.0378623,A5JYU5;O44199,Uncharacterized protein;DNA repair protein rad-50,12.5602,12.3151,12.2945,12.6769,12.3686,14.7136,13.4037,9.81631,0.0378623,0.884805,-0.113869,-0.109323,,,
"C25F9,11",1.99728,1.52189,A5JYW3,Uncharacterized protein,15.3257,15.6399,17.1606,15.416,14.2888,13.252,12.746,15.2662,1.52189,0.020849,1.99728,2.82719,+,,
sin-3,-3.37617,3.56057,A5JYW9,Paired amphipathic helix protein sin-3,12.5811,12.1598,12.2891,12.5239,15.1462,15.0276,16.9016,15.9831,3.56057,0.000736142,-3.37617,-7.5752,+,,
hmp-1,-1.55339,1.40996,A5JYX3;I7J4D2;I7K4K5;I7LFF2;P90947,HuMPback (Dorsal lumps);HuMPback (Dorsal lumps);HuMPback (Dorsal lumps);HuMPback (Dorsal lumps);Alpha-catenin-like protein hmp-1,14.1905,16.2219,13.8397,14.1991,16.6114,16.1213,15.5416,16.3904,1.40996,0.0258547,-1.55339,-2.6329,+,,
dhs-3,-0.239073,0.597044,A5JYX4,"DeHydrogenases, Short chain",16.4057,15.9904,16.0572,16.7434,16.3443,16.5117,16.6057,16.6913,0.597044,0.172546,-0.239073,-1.26463,,,
nra-2,0.836468,2.80805,A5JYX8;O18033,Nicalin,15.9855,15.3394,15.6624,15.4951,14.6302,14.7245,14.8715,14.9103,2.80805,0.00213823,0.836468,5.47146,+,,
"CELE_Y37H2A,14",-0.532678,0.624528,A5PEY0,Uncharacterized protein,14.2317,14.3043,13.7684,14.6968,15.1477,14.3453,14.0399,15.5989,0.624528,0.161209,-0.532678,-1.31226,,,
"CELE_F27E5,7",-0.35968,0.448914,A5Z2S2,Uncharacterized protein,15.364,14.1927,15.3127,14.3967,15.2246,15.1412,14.7026,15.6364,0.448914,0.255707,-0.35968,-1.00048,,,
saps-1,0.823247,2.1903,A5Z2S4;B2D6K9;Q18696,SAPS (Phosphatase associated) domain protein,14.8388,14.5853,14.2474,15.1382,13.7714,13.9218,13.7667,14.057,2.1903,0.00577658,0.823247,4.08686,+,,
"CELE_ZK809,8",0.240972,0.462553,A5Z2S9,Uncharacterized protein,12.5417,12.0897,12.1998,12.6929,11.606,12.2727,12.202,12.4795,0.462553,0.246853,0.240972,1.02545,,,
"CELE_D1081,7",1.23007,2.06122,A5Z2T6,Uncharacterized protein,13.6089,13.9373,14.5194,14.0003,13.3906,12.1633,12.6221,12.9695,2.06122,0.00680545,1.23007,3.82743,+,,
aph-2,-0.619992,1.2563,A5Z2T7;Q23316,Uncharacterized protein;Nicastrin,12.5743,12.0579,12.061,11.8722,12.7342,12.2502,12.7658,13.2952,1.2563,0.0358446,-0.619992,-2.37127,+,,
"CELE_F15B9,10",1.4532,2.12448,A5Z2T9;I2HA81,Uncharacterized protein,16.21,14.6906,15.3106,16.1186,13.942,14.2609,14.0652,14.2488,2.12448,0.00621364,1.4532,3.95344,+,,
"C27A7,5",0.348044,0.142741,A5Z2U5;A5Z2U6;P90758;Q9U3P0,Uncharacterized protein,13.5618,13.8819,13.8849,13.8269,11.4729,13.152,13.2071,15.9312,0.142741,0.628117,0.348044,0.375963,,,
"CELE_F30A10,13",-0.488143,0.964505,A5Z2U8;Q2XMZ1,Uncharacterized protein,14.4908,13.788,13.5039,13.7218,14.2622,14.0627,14.3729,14.7592,0.964505,0.0701552,-0.488143,-1.88423,,,
"CELE_F30A10,14",1.9147,4.16767,A5Z2U9,Uncharacterized protein,17.1722,16.9819,16.6733,17.5439,15.3249,15.077,15.024,15.2866,4.16767,0.000130612,1.9147,9.72285,+,,
"C04H5,7",-0.32019,0.368196,A5Z2V2,Uncharacterized protein,12.8166,13.2401,13.54,13.1034,14.225,13.9455,12.8637,12.9466,0.368196,0.319611,-0.32019,-0.849182,,,
"C13B4,1",0.0236452,0.0121761,A5Z2V3;O45247,Uncharacterized protein,13.872,13.0346,13.0146,13.9005,14.3359,11.9927,12.8729,14.5257,0.0121761,0.961873,0.0236452,0.0361272,,,
"CELE_F02E9,10",0.393415,0.933564,A5Z2V7,Uncharacterized protein,14.8648,14.9753,15.0833,14.927,14.5463,14.4202,14.1601,15.15,0.933564,0.075495,0.393415,1.83283,,,
"CELE_R13H4,2",1.04671,1.36832,A5Z2W3,Uncharacterized protein,16.8461,16.1326,16.3792,16.1223,15.1472,14.348,15.9832,15.8149,1.36832,0.0283095,1.04671,2.56148,+,,
"CELE_ZK228,4",1.11366,1.85523,A5Z2W6;K8FDY8;O46010,Uncharacterized protein,15.4596,14.9247,15.4581,16.141,14.2064,14.0838,14.2406,14.998,1.85523,0.0100462,1.11366,3.43088,+,,
"CELE_K02B7,3",0.755745,2.75197,A5Z2W7;O45637,Uncharacterized protein,17.8288,18.041,18.0494,17.8238,17.0013,16.9305,17.4535,17.3347,2.75197,0.00234398,0.755745,5.33469,+,,
nuo-3,-1.20558,1.13309,A5Z2X2,NADH Ubiquinone Oxidoreductase,14.1716,13.6143,13.5585,15.7738,15.9131,15.5007,14.9215,15.6052,1.13309,0.0471207,-1.20558,-2.16462,+,,
"C44E4,5",0.506878,0.917894,A6PVA1,Uncharacterized protein,14.0501,14.862,14.403,14.7882,13.4863,14.0119,14.5029,14.0746,0.917894,0.0782574,0.506878,1.80679,,,
"CELE_F49E2,2",-0.101035,0.0874564,A6ZJ46;Q20621,Uncharacterized protein,15.9513,14.5068,14.5496,15.6476,15.1251,15.1949,14.9224,15.817,0.0874564,0.749835,-0.101035,-0.240965,,,
"T07A5,7",5.56266,6.38687,A6ZJ55,"Uncharacterized protein T07A5,7",17.1156,16.3606,17.357,16.9722,11.4423,11.1743,11.2672,11.671,6.38687,0,5.56266,23.2955,+,,
"CELE_T04F8,7",0.837973,0.66454,A6ZJ59;Q22166,Uncharacterized protein,15.6178,13.0398,14.5242,15.236,14.102,14.1595,13.3515,13.4529,0.66454,0.144814,0.837973,1.38104,,,
"gpb5;CELE_T23B12,8",1.0268,2.60164,A7DT38;G5EEJ3,Putative glycoprotein hormone-beta5;Glycoprotein hormone beta 5,12.5784,11.8879,12.3202,12.4689,11.4447,11.0988,11.0074,11.5973,2.60164,0.00265574,1.0268,4.97974,+,,
"CELE_F49D11,10",0.317466,0.755218,A7DT40,Uncharacterized protein,14.5411,14.7057,14.9127,15.3487,14.4571,14.3022,14.6854,14.7936,0.755218,0.115774,0.317466,1.53492,,,
oxy-5,-1.14253,2.41819,A7DT45,Uncharacterized protein,17.415,16.8817,16.6423,17.3359,18.4646,18.2708,17.7188,18.3908,2.41819,0.00382484,-1.14253,-4.56819,+,,
mrg-1,0.375955,2.07535,A7DTF0;Q9XWW2,MRG (Mortality factor-Related Gene) related,16.2077,15.884,15.8971,15.9421,15.661,15.4692,15.5499,15.747,2.07535,0.00657161,0.375955,3.85539,+,,
obr-1,1.0381,3.39081,A7DTF2;G2HK04;Q95Q23;Q9U2C7,Oxysterol-binding protein,12.3563,12.1546,12.3251,12.5108,11.4452,11.1996,10.9888,11.5608,3.39081,0.000908068,1.0381,7.05257,+,,
igcm-3,0.58236,0.541572,A7LPD6;Q22096,ImmunoGlobulin-like Cell adhesion Molecule family,15.5079,14.7516,14.8187,15.9033,14.8029,13.817,14.2832,15.749,0.541572,0.200873,0.58236,1.16734,,,
unc-16,-0.215286,0.194192,A7LPE4;C0P271;P34609,Uncharacterized protein;Uncharacterized protein;JNK-interacting protein,13.1285,13.6099,13.9052,13.3783,12.5929,14.2998,14.3115,13.6789,0.194192,0.534279,-0.215286,-0.493124,,,
gpdh-2,-0.482897,1.55019,A7LPE6;P34517;Q7JMU1,Glycerol-3-phosphate dehydrogenase [NAD(+)];Probable glycerol-3-phosphate dehydrogenase 2;Glycerol-3-phosphate dehydrogenase [NAD(+)],17.5496,17.77,17.8473,17.9645,18.375,18.5566,17.8789,18.2525,1.55019,0.0195736,-0.482897,-2.8769,+,,
sly-1,0.354282,1.53567,A7LPF3;Q20364,SLY1 homolog,15.2564,15.0551,15.1135,15.5388,15.0145,14.9461,14.8569,14.7293,1.53567,0.020334,0.354282,2.85137,+,,
"B0393,9",0.800437,1.24332,A7LPF5,Uncharacterized protein,15.5,15.4986,16.4486,14.905,14.5593,15.0219,14.6072,14.962,1.24332,0.036957,0.800437,2.34939,+,,
cisd-1,0.328421,1.00204,A7LPG5;Q5FC71,CDGSH Iron Sulfur Domain protein homolog,18.501,18.5544,18.4964,18.7821,18.4001,17.7913,18.4195,18.4092,1.00204,0.0643258,0.328421,1.94657,,,
"CELE_F09E8,2",-0.456773,1.69812,A7LPH5,Uncharacterized protein,14.6129,14.4309,14.2804,14.8791,15.0054,14.9074,14.9185,15.1991,1.69812,0.0142665,-0.456773,-3.14113,+,,
lsy-22,0.427967,0.32945,A7LPI4;Q93616,Uncharacterized protein,15.0079,13.5074,15.2968,15.7988,14.3713,14.4334,13.9431,15.1512,0.32945,0.35897,0.427967,0.773989,,,
"C24H11,5",-0.173663,0.121939,A7LPI7,Uncharacterized protein,12.398,12.1607,12.0517,12.5147,11.589,13.659,12.9947,11.5771,0.121939,0.672185,-0.173663,-0.32641,,,
"CELE_F10A3,17",0.885225,1.3706,A7LPJ5,Uncharacterized protein,16.2764,15.3797,16.062,15.5882,15.2377,14.1142,15.1789,15.2347,1.3706,0.0282005,0.885225,2.56537,+,,
pnc-1,0.852124,1.33402,A7WK39;Q9N426,Pyrazinamidase and NiCotinamidase,16.5154,16.1577,15.9196,15.2532,15.2759,14.5904,14.9831,15.5881,1.33402,0.0304633,0.852124,2.50296,+,,
"CELE_Y94H6A,12",-1.62985,2.79465,A7WK43,Uncharacterized protein,12.4894,12.191,12.2149,12.6309,14.6888,13.9926,13.319,14.0453,2.79465,0.00217447,-1.62985,-5.43856,+,,
"CELE_F56C9,6",-0.642834,1.021,A8WFF4;H2KY87;H2KY89,Uncharacterized protein,13.3554,14.0909,13.9287,13.9303,14.1465,15.1786,14.6447,13.9069,1.021,0.0613894,-0.642834,-1.97806,,,
"CELE_T28D9,4;T28D9,4",0.55007,0.576205,A8WFI3;Q10023,"Uncharacterized protein;Uncharacterized protein T28D9,4",13.636,15.0703,15.3714,14.8808,14.5185,13.9334,13.6613,14.6451,0.576205,0.182252,0.55007,1.22827,,,
"C28G1,5",0.0786357,0.157374,A8WFJ8,Uncharacterized protein,14.2583,13.7223,13.7667,13.3677,13.7689,13.5299,13.7634,13.7381,0.157374,0.599291,0.0786357,0.410024,,,
gpx-7,4.24274,1.62324,A8WFK6,Glutathione peroxidase,18.0165,18.0134,17.8218,17.955,17.5711,14.042,11.4599,11.7626,1.62324,0.0166063,4.24274,3.00642,+,,
"CELE_F41D9,2",-2.92097,5.01815,A8WFM5;H2KZN7,Uncharacterized protein,12.5317,12.12,12.2505,12.6723,14.8485,15.3133,15.4241,15.6724,5.01815,0,-2.92097,-13.6528,+,,
"CELE_T04F8,8",-2.56474,2.66994,A8WHM5;Q22168,Uncharacterized protein,12.3856,12.166,12.3355,12.4497,15.7096,14.9384,13.4929,15.4548,2.66994,0.00245411,-2.56474,-5.13893,+,,
"CELE_ZK856,16",-3.11765,3.1443,A8WHN5,Uncharacterized protein,12.4094,11.9641,12.0992,12.337,15.1809,15.3016,14.2294,16.5685,3.1443,0.00119581,-3.11765,-6.34599,+,,
"CELE_F23B12,4",-0.790261,1.1161,A8WHS3,Uncharacterized protein,12.3736,12.0587,11.7517,12.7992,13.9083,12.6464,12.8699,12.7196,1.1161,0.0489082,-0.790261,-2.13629,+,,
"CELE_K09A9,6",0.158335,0.22069,A8WHT8;A8WHT9;G5EEF4,Uncharacterized protein,12.5208,11.8681,12.2462,12.6873,12.1615,12.4953,11.5399,12.4925,0.22069,0.493898,0.158335,0.55089,,,
"CELE_H14N18,4",0.27169,0.127209,A8WIT0;H2L0B7,Uncharacterized protein,12.3263,9.21074,11.9059,12.6453,11.0328,11.2223,11.0364,11.7101,0.127209,0.661478,0.27169,0.339098,,,
"CELE_T12B5,15",1.05753,2.96517,A8WJ47,Uncharacterized protein,12.5688,12.0997,12.3393,12.7498,11.3657,11.1951,11.2648,11.7018,2.96517,0.00187933,1.05753,5.86811,+,,
"CELE_Y17G7B,20",-1.81969,4.70898,A8XJ46;A8XJ47;H2KMJ1;H2KMJ2;Q8I4E8,Uncharacterized protein,12.3348,11.985,11.9415,12.4438,14.0756,13.7817,14.1696,13.957,4.70898,0.000217687,-1.81969,-12.0796,+,,
"CELE_E01A2,1",0.677267,0.618684,A9CZN9;Q966L2,Uncharacterized protein,13.5063,14.6415,13.1017,13.4613,12.6138,14.1934,12.6726,12.5219,0.618684,0.163441,0.677267,1.30216,,,
"CELE_T02H6,1",0.824617,2.33698,A9D0C6,Uncharacterized protein,14.8469,14.3982,14.5281,15.1594,13.975,13.7147,13.8629,14.0815,2.33698,0.0045927,0.824617,4.39306,+,,
"CELE_Y37E3,11",-0.395627,0.347898,A9D2X7;Q9BKU2;X5LPX5,Uncharacterized protein,14.7925,15.0166,14.4831,15.8356,16.4862,15.1082,14.6326,15.4832,0.347898,0.338612,-0.395627,-0.810026,,,
"CELE_M03F8,3",0.930372,1.32741,A9D4S6;O16376,Uncharacterized protein,14.6065,13.8259,14.5867,14.7022,13.8431,14.0846,13.4157,12.6564,1.32741,0.0308435,0.930372,2.49171,+,,
"CELE_F55B12,10",-0.863172,1.16514,A9QY28,Uncharacterized protein,14.0059,12.6624,12.7111,13.4368,14.0504,14.5195,14.2264,13.4726,1.16514,0.0439622,-0.863172,-2.21818,+,,
pptr-2,0.513193,1.30654,A9UJN4;H9G2X3;Q17948,Protein Phosphatase 2A (Two A) Regulatory subunit,14.9886,14.7531,15.0268,15.008,14.9798,14.4007,14.3091,14.0341,1.30654,0.032221,0.513193,2.45626,+,,
"maph-1,2",0.143215,0.367915,A9UJN7,Microtubule-Associated Protein Homolog,16.1288,16.188,16.2562,16.4243,16.305,15.8908,15.7928,16.4358,0.367915,0.319807,0.143215,0.848643,,,
"CELE_K09G1,1",0.99928,1.23588,A9UJP1;D9N146;D9N147,Uncharacterized protein,13.8785,12.268,13.6672,13.9229,12.2552,12.8451,12.5611,12.0781,1.23588,0.0374327,0.99928,2.33686,+,,
"B0303,7",-0.585791,0.851543,A9Z1J8;P34258,"Uncharacterized protein;Uncharacterized protein B0303,7",15.4267,14.5694,14.1716,14.0789,15.59,15.0902,14.845,15.0644,0.851543,0.0918935,-0.585791,-1.69632,,,
"C23H3,3",-1.00105,1.70833,A9Z1L6,Uncharacterized protein,12.313,11.9857,12.0919,12.794,13.7357,12.6212,13.1505,13.6813,1.70833,0.014001,-1.00105,-3.15965,+,,
"C17C3,1",0.759403,2.53852,B0M0L9;H2KYT6;Q9BIA9,Uncharacterized protein,14.713,15.0301,14.9335,15.2326,13.8795,14.3428,14.2842,14.3652,2.53852,0.00315899,0.759403,4.83555,+,,
glna-1,1.88305,2.14775,B0M0N9;B0M0P0;B6VQ90;H2L2H2;H2L2H3;U4PRW7,GLutamiNAse,12.3866,13.5398,14.3451,12.63,11.4708,11.0175,11.2093,11.6717,2.14775,0.00604846,1.88305,4.00033,+,,
"CELE_Y61A9LA,11",-1.25483,1.86645,B1GRJ8;H2L073,Uncharacterized protein,12.4155,12.1587,12.0249,12.6821,13.5688,12.7531,13.5933,14.3852,1.86645,0.00965213,-1.25483,-3.45196,+,,
"CELE_F41E6,5",-0.323834,0.462891,B1GRK5;O16457,Uncharacterized protein,12.5784,11.4851,12.2282,11.9884,12.5618,11.7534,12.5495,12.7107,0.462891,0.246612,-0.323834,-1.02606,,,
"CELE_T25B2,2",-0.036449,0.0149875,B1GRL0;H2KZ75,Uncharacterized protein,14.4026,13.7691,14.3725,14.5838,15.2928,12.8713,13.0416,16.0681,0.0149875,0.953399,-0.036449,-0.0443314,,,
trpp-1,0.676472,1.24848,B1GRL5,TRansport Protein Particle,11.8149,11.3409,12.2075,12.6438,11.3641,11.1781,11.2525,11.5066,1.24848,0.0364775,0.676472,2.35808,+,,
tsp-10,-0.426609,0.597014,B1Q241;H2KYX1,TetraSPanin family,12.5759,12.0735,12.0252,12.483,12.3055,12.4856,12.4437,13.6292,0.597014,0.172543,-0.426609,-1.26458,,,
ugt-26,1.43352,3.20416,B1Q250;H2KYQ0,UDP-glucuronosyltransferase,18.0284,17.7685,17.9088,18.645,16.4473,16.645,16.5788,16.9456,3.20416,0.00117011,1.43352,6.51216,+,,
"C14H10,3",0.224485,0.205426,B1Q254,Uncharacterized protein,12.772,13.591,14.4269,14.5811,13.8898,13.7291,13.4312,13.423,0.205426,0.516038,0.224485,0.517808,,,
"CELE_D1086,10",1.28777,2.61555,B1Q273;Q5FC40,Uncharacterized protein,20.8343,20.1885,20.2513,19.8619,19.3954,19.0315,18.9308,18.6272,2.61555,0.00252632,1.28777,5.01187,+,,
poml-3,-0.0173597,0.0130777,B1V898,PON (Paraoxonase) and MEC-6 Like,14.7657,14.1918,13.9001,15.0937,14.3338,14.2494,13.8992,15.5383,0.0130777,0.959301,-0.0173597,-0.0387638,,,
unc-57,-0.112598,0.234191,B1V8A0,Endophilin-A homolog,16.4355,15.7936,15.7784,16.3274,16.209,16.0865,16.051,16.4387,0.234191,0.475862,-0.112598,-0.579739,,,
szy-20,-1.61396,2.7613,B2D6L4;D2KT99;G5EEB4;G5EGU9;Q18094;Q565A8;Q9XVV8,Suppressor of ZYg-1;Suppressor of ZYg-1;SZY-20B;SZY-20A;Suppressor of ZYg-1;Suppressor of ZYg-1;Suppressor of ZYg-1,14.566,14.082,14.0349,14.8838,16.6646,15.8838,15.7374,15.7368,2.7613,0.00227859,-1.61396,-5.35726,+,,
"CELE_T06E4,14",1.12255,2.51377,B2D6L8,Uncharacterized protein,12.5246,11.7917,12.3329,12.7441,11.3308,10.9042,11.2195,11.4486,2.51377,0.00316058,1.12255,4.77976,+,,
"CELE_F13G3,10",0.817402,1.31099,B2D6L9,Uncharacterized protein,12.5702,11.9189,12.2968,12.7069,11.3141,11.1449,12.3911,11.3731,1.31099,0.0319267,0.817402,2.46381,+,,
rmd-2,0.474646,2.10362,B2D6P1,Regulator of Microtubule Dynamics,16.4182,16.4345,16.4881,16.9181,16.0437,16.0568,16.1528,16.1071,2.10362,0.00639695,0.474646,3.91165,+,,
smc-3,0.405868,0.942785,B2FDA8,Structural maintenance of chromosomes protein 3,15.4888,14.8274,15.2908,15.6941,14.6819,15.0386,15.1898,14.7674,0.942785,0.0740863,0.405868,1.84816,,,
ntl-2,-0.191434,0.537097,B2MZA9;Q10923;Q95QZ3;Q95QZ4,NOT-Like (Yeast CCR4/NOT complex component),14.2804,14.1794,14.358,13.7457,14.1789,14.4401,14.5377,14.1725,0.537097,0.203073,-0.191434,-1.15942,,,
gcn-1,0.87108,3.7342,B3CJ34,GCN (Yeast General Control Nondrepressible) homolog,16.5938,16.6,16.6426,16.8312,15.752,15.9117,15.9622,15.5573,3.7342,0.000489362,0.87108,8.14277,+,,
urm-1,-0.927119,2.37374,B3CKG1,Ubiquitin-related modifier 1 homolog,17.5769,17.0488,17.1785,16.7428,17.8233,18.1964,17.9227,18.313,2.37374,0.00423821,-0.927119,-4.47181,+,,
nono-1,0.30067,1.94454,B3GWA1,"NONO (Conserved nuclear protein, aka PSF) homolog",15.673,15.6498,15.7711,15.919,15.3171,15.5952,15.4526,15.4454,1.94454,0.00819102,0.30067,3.60032,+,,
atf-7,1.20128,1.64329,B3GWA6;Q17801;Q86MD3;Q9U3R1,ATF (cAMP-dependent transcription factor) family,12.2447,12.1667,12.2923,12.7511,10.2368,11.6118,11.8959,10.9052,1.64329,0.0158569,1.20128,3.04229,+,,
vps-26,0.318687,0.817379,B3GWB9;L8E6W6;L8E917;O01258,Related to yeast Vacuolar Protein Sorting factor;Related to yeast Vacuolar Protein Sorting factor;Related to yeast Vacuolar Protein Sorting factor;Vacuolar protein sorting-associated protein 26,15.1176,15.115,15.879,15.6468,15.0507,15.1223,15.1306,15.18,0.817379,0.0990737,0.318687,1.63925,,,
ndx-9,-0.808751,1.45359,B3GWC0;Q19427,NuDiX family;NADH pyrophosphatase,14.1176,14.2149,14.7745,15.4022,15.5459,15.4328,15.3957,15.3698,1.45359,0.0236789,-0.808751,-2.70821,+,,
"C14F11,4",0.507602,2.2594,B3WFT8,Uncharacterized protein,17.0743,16.7466,16.7905,17.1877,16.5888,16.4148,16.4312,16.3339,2.2594,0.00514044,0.507602,4.22953,+,,
abts-1,0.776308,1.4466,B3WFV9;G5EC65;G5EDF4,Anion exchange protein,15.5613,14.9492,14.6119,15.7683,14.6455,14.5903,14.3627,14.1869,1.4466,0.0239877,0.776308,2.69612,+,,
"CELE_ZK858,6",0.97134,2.65474,B3WFW5;Q7YTF9,Transmembrane 9 superfamily member,15.4659,15.657,15.2002,15.696,14.978,14.4906,14.3168,14.3482,2.65474,0.00253751,0.97134,5.1032,+,,
"C41G7,9",-0.399529,0.253393,B3WFW9,Uncharacterized protein,18.2318,16.4168,16.9968,17.5397,17.5717,16.7591,19.1556,17.2968,0.253393,0.449312,-0.399529,-0.620145,,,
