geneName,log2FC,pvalue,Protein IDs,Protein.names,log2 rpn6_01,log2 rpn6_02,log2 rpn6_03,log2 ev_01,log2 ev_02,log2 ev_03, -Log.p.value, Student's T-test q-value rpn6_ev,log2FC,Student's T-test Test statistic rpn6_ev,Sign p-val: 0.05 
gsp-1,-0.985293,0.887566,G3MU14;Q27497,Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase PP1-alpha,27.3293,28.4832,27.7707,28.5304,28.3806,29.628,0.887566,0.1201,-0.985293,-1.90461,
mif-2,0.262193,0.468077,G3MU38;Q18785;D6R8W7,MIF-like protein mif-2,33.5732,34.1651,34.1968,33.6325,33.5396,33.9764,0.468077,0.363879,0.262193,1.08143,
alh-7,1.69953,1.07564,G3MU66;O02266,,29.719,29.6065,29.9509,28.0389,26.7952,29.3436,1.07564,0.0730579,1.69953,2.28829,
math-33;usp-7,-0.244594,0.199466,G3MU81;O45624;G3MU79;N1NVB4;G3MU82;G3MU80;O45623;N1NTD2;N1NTI7;G3MU83;N1NTJ2;N1NSE3;N1NV07;N1NSD8;N1NTD8;Q7JKC3,Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase 7,27.1261,27.0832,27.2545,26.5,27.6159,28.0817,0.199466,0.757099,-0.244594,-0.51809,
sec-61,-1.76729,0.774281,G3MU88;O18239,,25.8524,28.8509,28.7704,29.5745,28.9688,30.2323,0.774281,0.157686,-1.76729,-1.68049,
,0.313007,1.33074,G4RYA5,,26.6132,26.5958,26.5857,26.5044,26.1872,26.1641,1.33074,0.0433185,0.313007,2.84367,+
spc-1,0.359843,1.09146,G4S034;Q21408,,33.2678,32.9279,32.8518,32.8311,32.5661,32.5708,1.09146,0.0702188,0.359843,2.32142,
unc-36,-1.72501,0.458987,G4S4A1;P34374,Voltage-dependent calcium channel unc-36,29.5186,29.5237,24.7279,29.0872,29.9396,29.9184,0.458987,0.374048,-1.72501,-1.06338,
,-0.873847,3.33094,G4SF79;Q19780,,30.2837,30.1021,30.3697,31.1103,31.1778,31.089,3.33094,0.00187179,-0.873847,-10.4908,+
gei-15,-0.047959,0.0461069,G4SI07,,30.3984,31.0632,30.9743,30.9169,31.3284,30.3344,0.0461069,0.941893,-0.047959,-0.134806,
,-0.515025,0.359594,G4SKK4;P91348,,24.8239,26.3117,25.3001,25.2864,26.6887,26.0058,0.359594,0.498063,-0.515025,-0.862767,
pqn-52,0.70545,1.64662,G5EER0;H2L044;G4SL51,,31.5472,31.4669,31.2774,30.4305,31.0465,30.6981,1.64662,0.0246301,0.70545,3.60974,+
ttn-1,-3.11296,2.24691,G4SLH0,,24.1332,24.1178,24.1125,26.2054,28.1961,27.3008,2.24691,0.0109918,-3.11296,-5.40757,+
pud-2.1,-0.827984,1.79687,G5EBF3,,29.4853,29.3253,29.4993,30.1337,30.655,30.0053,1.79687,0.0188185,-0.827984,-4.01248,+
,0.343065,0.269678,G5EBF4,,29.6488,28.1724,28.6334,27.9516,28.7794,28.6945,0.269678,0.643678,0.343065,0.673695,
rde-4,2.15405,4.73292,G5EBF5,,26.6637,26.4961,26.6183,24.5297,24.4974,24.2889,4.73292,0,2.15405,23.7954,+
sma-1,0.687396,0.814435,G5EBH3;G5EG97;G5EC35;G5EFW3,,28.1464,27.9209,28.025,27.1216,28.0932,26.8153,0.814435,0.142911,0.687396,1.75949,
calu-1,-1.19261,1.20106,G5EBH7;H2L0I1,,31.8121,30.2117,30.8643,32.1006,32.1231,32.2422,1.20106,0.0557837,-1.19261,-2.55542,
4D656,-1.55645,2.43419,G5EBI0,,29.2174,29.6644,29.1768,31.3091,30.7641,30.6548,2.43419,0.00843614,-1.55645,-6.08838,+
msp-152;msp-63;msp-49;msp-55;msp-33;msp-19;msp-10;msp-32;msp-58;msp-74;msp-38,-0.14123,0.259122,G5EBJ8;Q23519;Q21244;Q18461;Q17856;P53019;P53017;P05634;P53018;S6CPF4;G5EEW3;Q95XU7;P53020;Q23428,Major sperm protein;Major sperm protein 152;Major sperm protein 63;Major sperm protein 49;Major sperm protein 55/57;Major sperm protein 33;Major sperm protein 19/31/40/45/50/51/53/59/61/65/81/113/142;Major sperm protein 10/36/56/76;Major sperm protein 32;Major sperm protein 38,33.4211,33.4851,33.8653,33.5039,33.6344,34.057,0.259122,0.662154,-0.14123,-0.650827,
erm-1,0.346189,0.612372,G5EES2;G5EBK3,,31.5236,31.7978,31.8425,30.9128,31.5519,31.6607,0.612372,0.23882,0.346189,1.3645,
,-0.0148869,0.0233314,G5EBL8,,30.3105,30.1873,30.3648,29.8925,30.5533,30.4615,0.0233314,0.970176,-0.0148869,-0.0698107,
snf-3,0.37327,1.37837,G5EBN9,Sodium- and chloride-dependent betaine transporter,27.8692,27.6518,27.6431,27.1771,27.5315,27.3356,1.37837,0.0405871,0.37327,2.95301,+
frm-1,0.266224,0.287214,G5EEP9;G5EBP4;G5EEG8;G5EFD6,,30.3488,31.2686,31.3431,31.1079,30.5584,30.4956,0.287214,0.613918,0.266224,0.711332,
,2.53959,1.22297,G5EBP5;REV__G5ED93;REV__G5EFI6;REV__G5ECH5,,31.8473,31.3838,31.748,27.2183,30.3588,29.7833,1.22297,0.0538417,2.53959,2.60322,
gdi-1,0.29595,1.93116,G5EBR1;Q2V4S2,,30.827,30.9763,30.9246,30.5111,30.6645,30.6645,1.93116,0.0157899,0.29595,4.39709,+
srp-7,-0.016517,0.0113834,G5EBT3;Q6QUQ5;Q6QUQ6,,30.6267,30.1293,31.5075,30.2549,31.0048,31.0534,0.0113834,0.985338,-0.016517,-0.0345027,
,-0.648739,0.710739,G5EBU3,,25.1019,24.2487,24.4969,25.861,24.7174,25.2153,0.710739,0.183104,-0.648739,-1.55617,
,3.36045,3.75592,G5EBU8;G5EFT0,,28.8931,28.7048,28.8223,25.0452,25.8853,25.4083,3.75592,0.000923077,3.36045,13.4764,+
pgl-3,-1.47799,1.18725,Q965J2;G5EBV6,,24.9128,26.0151,24.9821,25.8667,27.3761,27.1012,1.18725,0.0568836,-1.47799,-2.52548,
rtfo-1,-0.226213,0.183859,G5EBY0,RNA polymerase-associated protein RTF1 homolog,27.3536,26.9524,27.1859,26.5213,28.0555,27.5938,0.183859,0.780894,-0.226213,-0.48222,
nmy-2,-0.0115439,0.0120666,G5EBY3,,30.9951,31.8832,31.642,31.2165,31.811,31.5275,0.0120666,0.984567,-0.0115439,-0.0365462,
let-418,1.57232,2.24405,G5EBZ4,Protein let-418,28.3111,28.9258,28.5523,26.713,27.473,26.8862,2.24405,0.0109617,1.57232,5.39768,+
evl-14,0.812593,1.65251,G5EC05,,27.9982,27.5363,27.6564,27.2531,26.8447,26.6554,1.65251,0.0244406,0.812593,3.62501,+
smn-1,2.21611,2.38057,G5EC16,,27.1268,25.9286,26.5248,24.1773,24.1473,24.6073,2.38057,0.00848193,2.21611,5.88663,+
,0.511214,1.1466,G5EC22,,28.3375,27.8177,27.6641,27.3741,27.5272,27.3843,1.1466,0.0616416,0.511214,2.43814,
alh-6,0.791896,1.19693,Q6A593;Q86N72;G5EC31,,28.7994,28.6832,28.8191,27.3888,28.1053,28.4319,1.19693,0.0561389,0.791896,2.54647,
,0.95848,1.80888,G5EC45,,27.8513,28.1491,28.1289,26.6595,27.2254,27.3689,1.80888,0.0187969,0.95848,4.04591,+
2O16,-0.500507,0.376002,G5EC67,,26.2315,25.721,26.6777,25.7543,27.0463,27.3311,0.376002,0.473317,-0.500507,-0.896371,
ubql-1,0.495794,0.682878,G5EG66;G5EC78;G5EFF7,,31.9443,31.9568,32.1599,32.1488,31.0707,31.3542,0.682878,0.195844,0.495794,1.50184,
,-0.668144,1.45594,G5EC87,,30.636,29.988,30.0816,30.9464,30.7715,30.9922,1.45594,0.0351918,-0.668144,-3.13549,+
dpy-11,0.086647,0.0653575,G5EC91,,28.3834,28.55,27.5182,27.4336,28.1924,28.5657,0.0653575,0.920546,0.086647,0.18765,
srap-1,-0.048254,0.154351,G5EDB1;G5ECB3;G5ECB4,,30.2275,29.8964,29.9597,30.0676,30.1806,29.9802,0.154351,0.820549,-0.048254,-0.412847,
rme-1,-0.0134455,0.0144601,Q9N5B7;G5ECC3;Q86S80;G5EFP1;G5EEU7;Q8WSP1,,30.7726,31.7164,31.6274,31.3139,31.5153,31.3274,0.0144601,0.981581,-0.0134455,-0.0436806,
lam-3,-0.0753581,0.0815079,G5ECE3,,25.4626,25.4988,26.2107,25.9917,25.3649,26.0415,0.0815079,0.896207,-0.0753581,-0.230681,
rpl-3,-0.803254,0.689322,G5EEC0;G5ECE5;P50880,60S ribosomal protein L3,28.3779,28.4195,29.4307,30.3397,29.2757,29.0224,0.689322,0.19303,-0.803254,-1.51439,
,-2.37544,2.69299,G5ECE7,,26.3982,25.7382,26.5732,28.8811,28.7658,28.189,2.69299,0.0053125,-2.37544,-7.14695,+
,1.88474,1.84306,G5ECF8,,29.6784,30.2255,28.7475,27.9375,27.444,27.6157,1.84306,0.0174286,1.88474,4.14202,+
tac-1,0.174876,0.446093,G5ECG0,,29.3997,29.4549,29.0178,29.194,28.9221,29.2317,0.446093,0.388873,0.174876,1.0377,
vab-10,2.48875,2.96191,G5ECG8,,27.4886,26.6908,26.5998,24.2747,24.5773,24.4609,2.96191,0.00195305,2.48875,8.41511,+
,-1.52094,0.358086,G5EEQ7;G5EE73;G5ECK4,,22.4864,27.7574,27.8095,27.7602,27.4457,27.4102,0.358086,0.499151,-1.52094,-0.859666,
prp-21,-0.000823975,0.00080993,G5ECL3,,29.5571,29.5841,28.6114,29.4272,29.1726,29.1552,0.00080993,0.9984,-0.000823975,-0.00248426,
tufm-1,2.14868,3.03593,G5ECM6,,32.0152,31.3711,31.2262,29.4164,29.4194,29.3307,3.03593,0.0014898,2.14868,8.79819,+
cpi-2,-0.473963,1.1105,G5ECM9,,27.545,27.4897,27.3846,27.5779,28.0222,28.2411,1.1105,0.0681257,-0.473963,-2.36151,
vab-10,0.375336,1.72805,G5ECP9;G5EFK7;G5EFW2;G5EEC4;G5EFD1;Q965L0,,34.3017,34.3402,34.4052,34.1602,33.8717,33.8893,1.72805,0.0216029,0.375336,3.82458,+
sel-5,0.328525,0.455915,G5ECQ3,,26.4053,25.7698,25.6308,25.228,25.6885,25.9039,0.455915,0.377568,0.328525,1.05726,
,-1.03246,0.988401,G5ECR0,,28.1845,29.0722,27.3803,29.1803,29.261,29.2931,0.988401,0.0905664,-1.03246,-2.10813,
sod-4,2.56284,1.49589,G5ECR5;P34461,Superoxide dismutase [Cu-Zn];Extracellular superoxide dismutase [Cu-Zn],30.6167,30.8412,30.9786,27.8383,29.7688,27.1408,1.49589,0.032497,2.56284,3.23173,+
elb-1,-0.0729599,0.0192831,G5ECR7,,27.8113,27.1997,26.1941,29.4529,26.2715,25.6996,0.0192831,0.975802,-0.0729599,-0.0579469,
gpc-2,1.41651,1.65405,G5ECT6,,32.2155,32.1708,31.6385,31.1108,29.9424,30.7221,1.65405,0.0244828,1.41651,3.629,+
skr-1,-0.623384,0.369541,G5ECU1,,29.4628,30.4009,28.6027,30.8993,29.2483,30.189,0.369541,0.482171,-0.623384,-0.883166,
F01G4.6,-1.11435,1.64295,G5ECU3;P40614,"Phosphate carrier protein, mitochondrial",28.8113,29.0762,29.2656,29.6404,30.5972,30.2586,1.64295,0.024619,-1.11435,-3.60022,+
,1.51957,1.77483,G5ECU5,,28.3365,29.0443,29.3279,27.8757,27.17,27.1043,1.77483,0.0191543,1.51957,3.95165,+
alh-3,-0.10854,0.0711207,G5ECV9,10-formyltetrahydrofolate dehydrogenase,29.454,29.5499,29.5623,29.2765,28.9365,30.6789,0.0711207,0.912729,-0.10854,-0.203135,
dlg-1,1.22712,1.00401,G5ECY0;Q7Z124,,31.9854,32.0803,31.7814,29.628,31.525,31.0128,1.00401,0.0860645,1.22712,2.14007,
ret-1,-0.0832672,0.116477,G5ECZ2;G5EDI2;Q7JLB1,Reticulon-like protein,31.4942,30.9082,31.4972,31.0972,31.6883,31.3638,0.116477,0.85661,-0.0832672,-0.320326,
pdi-3,-0.164676,0.0928362,G5ED07,Protein disulfide-isomerase,29.4078,30.7545,30.7548,31.1419,29.6261,30.6431,0.0928362,0.882822,-0.164676,-0.260221,
,0.151664,0.202213,H9G337;G5ED11;H9G2Z4,,26.3153,26.4381,26.9457,26.0155,26.7548,26.4739,0.202213,0.753694,0.151664,0.524348,
him-4,-0.318227,1.30779,G5ED27;G5EG33;G5EDG4,,30.7639,30.8004,30.9804,31.0551,31.0947,31.3496,1.30779,0.0455181,-0.318227,-2.79167,+
ucr-2.1,2.7872,3.47335,G5ED31;G5EDD1,,27.4746,26.8606,27.2749,24.5351,24.0917,24.6218,3.47335,0.00210072,2.7872,11.4129,+
cua-1,0.067461,0.131853,G5ED40;G5EE14,,24.282,24.9198,24.6559,24.5803,24.4829,24.5921,0.131853,0.840289,0.067461,0.358407,
cand-1,1.37521,0.409227,G5ED41,Cullin-associated NEDD8-dissociated protein 1,28.7819,28.6413,28.6095,24.4577,28.5487,28.9006,0.409227,0.432069,1.37521,0.963771,
eea-1,0.475803,0.385134,Q5FC45;G5ED80,,28.1245,29.4075,28.5625,27.509,28.5137,28.6444,0.385134,0.460162,0.475803,0.914979,
hcp-4,0.326121,0.366927,G5EDA3,,26.3359,27.2167,26.3555,25.8975,26.6992,26.333,0.366927,0.486419,0.326121,0.877813,
,0.32967,0.402354,G5EGA2;G5EDA8,,30.8071,29.6561,30.175,29.9303,30.025,29.6939,0.402354,0.440767,0.32967,0.949895,
sftd-3,-2.54601,2.33201,G5EDD5,,23.9834,23.9595,23.9114,27.1882,26.6394,25.6647,2.33201,0.0101924,-2.54601,-5.70874,+
skr-2,-0.224529,0.380995,G5EDD8,,29.1458,29.0365,28.7015,28.7688,29.3915,29.397,0.380995,0.465762,-0.224529,-0.906553,
,1.67349,4.29075,G5EDE4,,30.0138,30.139,30.3168,28.5174,28.4926,28.4391,4.29075,0,1.67349,18.412,+
tpxl-1,-1.12025,2.62436,Q8WSN6;G5EDE7,,24.6394,25.0147,24.8344,25.7361,26.1602,25.953,2.62436,0.00581273,-1.12025,-6.85181,+
ile-1,-4.50744,5.02212,G5EDE8,,24.1201,24.0338,24.061,28.7646,28.2643,28.7082,5.02212,0,-4.50744,-28.129,+
ent-1;ent-2,0.503801,0.441669,G5EDJ3;Q93871,,25.0109,24.0325,23.8299,24.2599,23.1599,23.9421,0.441669,0.394425,0.503801,1.02887,
rilp-1,0.702333,0.991442,G5EDL7;G5EFB9,,28.3151,28.0387,27.3542,26.896,27.2227,27.4823,0.991442,0.0896108,0.702333,2.11434,
,1.27223,2.36547,G5EFP2;G5EDL9,,31.0139,30.8325,30.6782,29.1962,29.8568,29.6549,2.36547,0.00909851,1.27223,5.83082,+
nrfl-1,1.39353,1.01779,X5LQ26;G5EE55;G5EFP7;G5EDM4;X5LVA5;X5MBG4;Q27GP2;I2HAI6;I2HAG6;G5EC64,,28.2598,29.0715,28.7314,26.0984,27.9172,27.8666,1.01779,0.0833536,1.39353,2.16836,
,-3.69135,5.46141,G5EDP0,,24.0714,23.9573,24.1586,27.5881,27.8546,27.8188,5.46141,0,-3.69135,-36.2527,+
clh-1,-0.99615,1.01439,G5EDQ0;Q22833,Chloride channel protein,27.9679,27.4591,27.5989,28.8689,27.8386,29.3069,1.01439,0.0838036,-0.99615,-2.16136,
hmg-12,1.72519,1.61218,G5EDQ2,,29.3504,28.8843,29.1645,28.3149,27.1737,26.7351,1.61218,0.0251656,1.72519,3.52117,+
cle-1,-0.510726,1.167,G5EDQ4;G5EDV5;G5EF89;G5EGA4,,29.9319,29.7327,29.354,30.3551,30.2349,29.9607,1.167,0.0597564,-0.510726,-2.48184,
sur-6,1.5148,1.14063,G5EDR3,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B,29.224,29.3671,30.2682,29.1541,27.4249,27.7359,1.14063,0.0634147,1.5148,2.42542,
pod-1,0.892296,4.43512,G5EDS2;K8F7Z0;K8FE00;K8ESK9,,27.466,27.3969,27.4119,26.4881,26.4988,26.611,4.43512,0,0.892296,20.0226,+
,-1.2103,1.59459,G5EEP7;G5EDT4,,28.2655,29.2088,28.3892,30.1869,29.7313,29.5761,1.59459,0.0253094,-1.2103,-3.47647,+
ubr-5,0.10961,0.254862,G5EDT9,,25.685,25.7454,26.0327,25.8919,25.7903,25.452,0.254862,0.668461,0.10961,0.641551,
pld-1,1.071,2.6025,G5EDU3,,27.2416,27.5133,27.4267,26.3893,26.06,26.5192,2.6025,0.00655351,1.071,6.76009,+
cey-4,1.98604,3.23442,G5EDV3,,31.5454,31.4704,31.8072,29.3241,29.6189,29.9218,3.23442,0.0017485,1.98604,9.90619,+
wars-1,0.497433,1.35864,G5EDY2,,30.4217,30.802,30.8746,30.2327,30.0195,30.3538,1.35864,0.0414765,0.497433,2.90748,+
skr-7,-0.116151,0.200455,G5EDY3,,29.2429,28.9515,29.0125,29.5948,28.9795,28.981,0.200455,0.755804,-0.116151,-0.520344,
unc-43,0.930194,0.647556,G5EDZ5;O62305,Calcium/calmodulin-dependent protein kinase type II,25.8608,27.9693,26.2771,25.8266,25.6236,25.8663,0.647556,0.217038,0.930194,1.43303,
cpi-1,-0.0942059,0.0143244,G5EDZ9,,25.5938,31.9711,31.8672,28.8246,30.473,30.4171,0.0143244,0.98111,-0.0942059,-0.0432772,
hip-1,1.83193,0.802148,G5EE04,,30.8712,30.7151,30.6005,26.7971,30.0806,29.8132,0.802148,0.146105,1.83193,1.73527,
cash-1,0.248782,0.255505,G5EE12,,28.1706,27.9433,28.4865,28.6481,27.4997,27.7062,0.255505,0.668461,0.248782,0.642953,
,0.31495,0.194438,G5EGD0;G5EE32,,28.0764,26.6705,27.5325,28.0439,26.5756,26.7149,0.194438,0.764878,0.31495,0.506592,
icp-1,-0.699706,0.945354,X5M920;G5EE37,,26.9902,27.7052,27.3607,27.5115,28.2081,28.4356,0.945354,0.101786,-0.699706,-2.02069,
srp-1,-0.0807298,0.0398742,G5EE40,,25.927,27.5685,27.2595,26.8027,26.3027,27.8917,0.0398742,0.949532,-0.0807298,-0.117302,
cuc-1,0.753414,0.522402,G5EE41,,30.6312,32.3033,31.9201,30.1051,31.1728,31.3164,0.522402,0.315663,0.753414,1.18863,
,0.684917,0.832426,G5EE46,,26.1269,26.1578,26.3264,24.9889,26.247,25.3205,0.832426,0.134874,0.684917,1.79503,
skr-3,-0.0554765,0.0889762,G5EE67,,27.6323,27.5336,27.6157,28.0821,27.3679,27.4981,0.0889762,0.88794,-0.0554765,-0.250212,
nud-1,0.251544,0.888586,G5EE74,,29.8984,30.2476,30.0219,29.8553,29.9166,29.6414,0.888586,0.119911,0.251544,1.90664,
,-0.739557,2.39912,G5EE80,,27.0542,26.834,26.9037,27.8594,27.4935,27.6576,2.39912,0.00853333,-0.739557,-5.95579,+
,-3.58744,5.67549,G5EE90,,24.1046,24.125,24.1069,27.8672,27.5738,27.658,5.67549,0,-3.58744,-41.0185,+
,-0.0647202,0.054499,Q8I4F3;G5EE97;H2L2D0,,27.6033,27.6971,27.4993,26.9713,28.3755,27.6472,0.054499,0.931984,-0.0647202,-0.158063,
nex-1,0.363841,1.29343,G5EEA8,Annexin,31.5836,31.4525,31.3759,30.8739,31.2445,31.202,1.29343,0.0468169,0.363841,2.75936,+
scm-1,-0.701036,3.03544,G5EED5;X5M5X6,,30.1036,29.8797,29.8778,30.602,30.6702,30.6919,3.03544,0.00148223,-0.701036,-8.7956,+
npp-10,0.0698439,0.0539699,G5EEH9,Nuclear pore complex protein Nup98-Nup96;Nuclear pore complex protein Nup98;Nuclear pore complex protein Nup96,28.681,28.9901,29.8288,28.5318,29.3114,29.4471,0.0539699,0.93128,0.0698439,0.156607,
asp-1,0.300794,0.39904,G5EEI4,,29.9017,30.5023,30.4048,29.5652,29.8895,30.4518,0.39904,0.443269,0.300794,0.94319,
chp-1,3.18343,5.64117,G5EEI8,,27.8163,27.5943,27.8387,24.5581,24.5482,24.5928,5.64117,0,3.18343,40.2146,+
,-0.768981,0.401107,G5EEI9,,25.5065,27.1084,28.1173,27.1277,27.8342,28.0772,0.401107,0.441565,-0.768981,-0.947373,
,-0.801627,1.71638,G5EEK2,,26.0737,25.9374,26.5371,26.8005,26.9774,27.1752,1.71638,0.022767,-0.801627,-3.79331,+
vha-5,-0.294243,1.53637,G5EEK9,V-type proton ATPase subunit a,27.3975,27.4922,27.2236,27.662,27.5975,27.7365,1.53637,0.0294914,-0.294243,-3.33087,+
hmg-11,-0.730813,0.857001,G5EEL9,,26.8875,27.7216,27.8452,28.3067,28.6102,27.7299,0.857001,0.128183,-0.730813,-1.84374,
gmn-1,1.55409,2.26933,G5EEM1,,25.9641,25.6536,26.5791,24.353,24.5819,24.5996,2.26933,0.0104598,1.55409,5.48565,+
zyg-9,0.391723,0.608729,G5EEM5,Zygote defective protein 9,27.846,27.5354,27.6944,26.7591,27.6488,27.4927,0.608729,0.240465,0.391723,1.3574,
,0.686806,1.38195,G5EEQ8,,27.9098,27.9514,28.0425,27.738,27.0655,27.0397,1.38195,0.0405076,0.686806,2.96131,+
,0.0833575,0.0497199,G5EEW5,,25.7813,26.042,26.8319,25.2068,26.8181,26.3801,0.0497199,0.937839,0.0833575,0.144862,
sig-7,-0.286928,0.664255,G5EEW6,,25.923,25.9591,26.3183,26.6524,26.1864,26.2225,0.664255,0.207839,-0.286928,-1.46555,
,0.570874,0.636355,G5EF05;K8F7V7,,29.5362,29.8042,29.8766,28.4043,29.4041,29.6958,0.636355,0.224017,0.570874,1.41121,
ncx-1,0.885206,1.07901,Q1RPT9;G5EF08,,29.7507,30.1426,30.5127,28.625,29.4735,29.6518,1.07901,0.0722366,0.885206,2.29534,
,0.980616,1.1739,G5EF26,,28.5899,28.3881,27.6375,26.7116,27.3644,27.5976,1.1739,0.0588108,0.980616,2.49669,
npa-1,0.91699,2.27571,G5EF32;Q86S16,,34.4018,34.2196,34.4504,33.6876,33.1667,33.4664,2.27571,0.010577,0.91699,5.50803,+
,0.977236,2.08481,G5EF59,Ribonuclease P/MRP protein subunit POP5,25.8184,25.4003,25.1886,24.5573,24.5812,24.337,2.08481,0.0131794,0.977236,4.86894,+
,0.265196,0.628687,G5EF86,,29.4993,29.8816,29.9381,29.3323,29.4278,29.7634,0.628687,0.230178,0.265196,1.39628,
,-0.737689,0.359126,Q9U3L6;O62468;G5EF90,,26.3084,28.6493,28.559,29.3349,28.2868,28.108,0.359126,0.498068,-0.737689,-0.861805,
sfa-1,-1.59581,0.729137,G5EF97,,29.5782,26.5576,29.4841,29.8922,30.3993,30.1159,0.729137,0.174612,-1.59581,-1.59209,
bir-1,1.90112,0.901733,G5EFA2,,27.378,28.1219,28.3985,27.9352,25.117,25.1427,0.901733,0.114213,1.90112,1.93294,
cpn-1,-0.626064,1.09435,G5EFB5,,27.6354,27.9154,28.377,28.8653,28.628,28.3128,1.09435,0.0698826,-0.626064,-2.32749,
rab-8;rab-1,-0.591777,1.95492,G5EFC1;Q9UAQ6,,31.1643,31.0889,31.1682,31.9623,31.5126,31.7217,1.95492,0.0150723,-0.591777,-4.46776,+
,3.72407,4.29182,G5EFC4,,28.1558,28.6542,28.0362,24.4169,24.6434,24.6136,4.29182,0,3.72407,18.4235,+
dhhc-6,0.101932,0.102678,G5EFD8,Palmitoyltransferase,25.2711,24.583,24.0893,24.3455,24.651,24.641,0.102678,0.871906,0.101932,0.285486,
,-0.524246,0.690789,G5EFE3,,32.6116,32.7337,31.6589,32.7518,32.8557,32.9694,0.690789,0.192355,-0.524246,-1.51725,
cbs-1,0.191483,0.129078,H9G2P9;G5EFH8,,27.7188,27.8054,28.1886,28.7223,26.957,27.4591,0.129078,0.841785,0.191483,0.351588,
lec-5,0.91551,2.53212,G5EFI4,Galectin,31.5546,31.6868,31.656,30.9871,30.5589,30.6049,2.53212,0.00695946,0.91551,6.47191,+
,-1.85155,0.93908,G5EFJ3,,25.9152,25.5088,25.0646,29.1225,26.3741,26.5466,0.93908,0.10415,-1.85155,-2.00802,
wdfy-3,-0.929304,0.782616,G5EFJ7;H2FLM2;H2FLM1;H2FLM3,,30.7146,29.5097,30.3957,30.9751,30.5159,31.9169,0.782616,0.155412,-0.929304,-1.69685,
arf-3,-0.60472,0.301128,G5EFK4,,31.7483,29.4513,31.4699,30.7441,31.9392,31.8003,0.301128,0.595215,-0.60472,-0.740904,
hex-2,-1.29878,1.16121,G5EFL1,,25.5984,26.1453,25.723,26.1593,27.3693,27.8344,1.16121,0.0603275,-1.29878,-2.46941,
mdf-1,1.41673,1.98007,G5EFM0,,27.7028,27.7903,27.7712,25.9934,26.0625,26.9581,1.98007,0.0151965,1.41673,4.54346,+
,-1.70364,3.20859,G5EFM7,,23.9417,23.9041,24.1071,25.7841,25.9099,25.3699,3.20859,0.00171765,-1.70364,-9.75503,+
,-0.849431,1.23369,G5EFS5;Q9N5T2,,29.2234,29.6332,29.2703,30.8159,29.9696,29.8898,1.23369,0.0526329,-0.849431,-2.62674,
hpl-2,1.78713,2.76348,G5EFS9;Q9U3C6,,27.999,27.746,28.3069,25.9098,26.263,26.5177,2.76348,0.00426016,1.78713,7.46167,+
ntl-3,-0.637712,0.547866,G5EFX8,,26.0402,25.6936,25.3238,27.204,26.1759,25.5908,0.547866,0.291823,-0.637712,-1.23856,
sec-31,1.34027,2.46705,G5EFY6,,26.0559,25.5484,25.6561,24.1121,24.5654,24.5621,2.46705,0.00806472,1.34027,6.21487,+
ipgm-1,1.27563,0.517995,G5EFZ1,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",30.844,27.7036,28.0897,28.4537,27.3543,27.0024,0.517995,0.319061,1.27563,1.17997,
cacn-1,1.11538,1.58964,G5EG14,Cactin,27.6172,27.6812,27.611,26.9484,25.892,26.7229,1.58964,0.0259805,1.11538,3.46394,+
crn-2,2.67253,2.58187,G5EG18,,27.4007,27.239,26.2204,24.578,24.0591,24.2054,2.58187,0.00702857,2.67253,6.67449,+
R151.8A,1.47345,2.87318,G5EG26,,28.9149,28.9217,28.7407,27.0396,27.5135,27.6039,2.87318,0.00314783,1.47345,7.97596,+
PRL-1,0.73209,1.22399,G5EG43,,26.8536,27.6374,27.7352,26.6128,26.6927,26.7244,1.22399,0.0539731,0.73209,2.60545,
,2.40682,3.15034,G5EG50,,27.4805,26.6193,26.8835,24.5644,24.5723,24.6261,3.15034,0.00164972,2.40682,9.42196,+
pgp-9,-0.270012,0.158082,G5EG58,,24.9253,25.7965,25.598,26.5654,24.5949,25.9696,0.158082,0.814754,-0.270012,-0.421739,
lec-2,0.393466,0.769369,G5EGB1,Galectin,32.4515,31.9267,32.4815,31.5904,32.0275,32.0615,0.769369,0.159812,0.393466,1.67085,
dpy-26,0.333115,0.422372,G5EGE9,,26.1878,26.6512,27.0983,26.0494,26.7275,26.161,0.422372,0.417095,0.333115,0.990223,
tln-1,-0.0487226,0.107981,Q95XN3;G5EGK1;A0A0K3AQU9;A0A0K3ATT6;G4S9F5,,31.4313,31.3039,31.2283,31.0707,31.4746,31.5644,0.107981,0.865469,-0.0487226,-0.298953,
let-92,0.275468,0.289743,G5EGK8,Serine/threonine-protein phosphatase,29.7947,29.3155,29.2565,29.8613,28.9285,28.7504,0.289743,0.610121,0.275468,0.716726,
,1.01851,1.52027,G5EGL2;G2HK05,,28.8741,27.9112,28.1764,27.4646,27.0789,27.3627,1.52027,0.0314946,1.01851,3.29123,+
cpz-1,-0.526103,0.847606,G5EGP8,,29.0999,28.8974,28.195,29.4055,29.0979,29.2672,0.847606,0.131356,-0.526103,-1.82509,
iffb-1,0.91956,1.04107,G5EGT7,,28.5911,28.4333,28.368,26.7296,27.8804,28.0237,1.04107,0.079667,0.91956,2.21639,
